name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Sarah Yu,F,818837949,2004-09-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Veronica Hood,F,543074309,2005-05-07,Junior,Graduate School of Applied and Professional Psychology,0,0
Eric Greene,M,297413348,2002-11-06,Freshman,School of Arts and Sciences,0,0
Dana Arnold,F,986068346,2001-08-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Matthew Hickman,M,594060882,2003-11-19,Junior,Graduate School of Applied and Professional Psychology,0,0
Carl Mann,M,311532941,2003-11-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Tyler Montes,M,782102977,2003-11-05,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Shannon Miller,F,292712930,1999-12-22,Sophmore,Graduate School of Education,0,0
Cindy Cortez,F,634980383,2004-04-16,Freshman,School of Communication and Information,0,0
Tamara Padilla,F,297082919,2003-02-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
John Howard,M,225341627,2005-02-28,Freshman,School of Environmental and Biological Sciences,0,0
Julie Beard,F,723580836,2001-07-16,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Madison Watson,F,590424758,2002-03-12,Senior,School of Engineering,0,0
Christopher Wyatt,M,799740997,2004-03-10,Senior,School of Communication and Information,0,0
John Palmer,M,347094795,2004-12-20,Junior,Mason Gross School of the Arts,0,0
Alexandra Evans,F,587144912,2003-09-19,Senior,Graduate School of Education,0,0
Michael Morrison,M,611155597,2005-03-09,Freshman,School of Graduate Studies,0,0
James Bridges,M,617497961,2005-01-28,Sophmore,School of Engineering,0,0
Scott Wright,M,334031172,2003-09-01,Sophmore,Graduate School of Education,0,0
William Willis,M,271185469,2003-01-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Brad Cooper,M,333918249,2003-06-18,Senior,School of Graduate Studies,0,0
Kimberly Ruiz,F,401116171,2002-05-16,Sophmore,Mason Gross School of the Arts,0,0
Mary Mcintosh,F,688569450,2004-11-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Dennis Kane,M,402229150,2005-02-16,Freshman,School of Communication and Information,0,0
Ashley Medina,F,946210778,2000-12-22,Senior,Rutgers Business School–Newark and New Brunswick,0,0
April Fuentes,F,399027303,2003-11-29,Sophmore,School of Communication and Information,0,1
Tyler Collins,M,856691633,2002-01-13,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Mario Cooley,M,807219340,2000-07-14,Sophmore,School of Graduate Studies,0,0
Dr. Stephen Farmer,M,286431369,2005-01-23,Sophmore,School of Communication and Information,0,0
Molly Bonilla,F,545567083,1999-09-24,Freshman,Graduate School of Education,0,0
Mr. Benjamin Stanton DDS,M,539967104,2005-04-06,Senior,School of Graduate Studies,0,0
Karen Aguirre,F,478308393,2005-06-27,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Lisa Weiss,F,168035511,2003-12-13,Freshman,Graduate School of Education,0,0
Christopher Price,M,599096743,2004-02-17,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Julia Campbell,F,254652567,2000-12-11,Senior,School of Environmental and Biological Sciences,0,0
Andrea Bennett,F,211899450,2001-04-30,Senior,Mason Gross School of the Arts,0,0
Phillip Gamble,M,914766779,2004-09-19,Senior,Graduate School of Education,0,0
Jack Orr,M,885885205,2001-01-15,Sophmore,Mason Gross School of the Arts,0,0
Adam Bentley,M,163231797,2001-02-11,Sophmore,Mason Gross School of the Arts,0,0
Deborah Moore,F,704735127,2005-07-26,Senior,School of Communication and Information,0,0
Bruce Taylor,M,726985322,2004-12-31,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Elizabeth Lowery,F,640925495,2003-11-11,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Matthew Brown,M,210276820,2000-03-19,Senior,School of Communication and Information,0,0
Crystal Marquez,F,294552199,2000-02-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jason Casey,M,700295039,2003-06-09,Freshman,School of Communication and Information,0,0
Shannon Martin,F,858740860,2003-07-28,Freshman,School of Communication and Information,1,0
Adam Holloway,M,910934931,2003-08-16,Sophmore,School of Environmental and Biological Sciences,0,0
Zachary Francis,M,680639460,2002-03-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Bryce Greene,M,156490226,2000-05-11,Senior,Mason Gross School of the Arts,0,0
Abigail Farley,F,212184263,2002-06-04,Freshman,Mason Gross School of the Arts,0,0
Frank Clark,M,344142033,2001-01-21,Senior,School of Engineering,0,0
Samantha Kelley,F,959590186,2003-11-17,Junior,Rutgers Business School–Newark and New Brunswick,1,0
Matthew Hobbs,M,793409419,2001-12-31,Junior,School of Environmental and Biological Sciences,0,0
Justin Ramirez,M,126750458,2000-08-10,Sophmore,School of Communication and Information,0,0
Danielle Gonzalez,F,952599819,2002-04-14,Sophmore,School of Arts and Sciences,0,0
Nancy Hill,F,990325097,2003-11-09,Sophmore,School of Engineering,0,0
Pamela Torres,F,400294672,2001-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Lisa Fernandez MD,F,720091395,2005-08-25,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jacob Newton,M,514311411,1999-09-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Lindsay Mendez,F,549028973,2004-02-27,Freshman,Mason Gross School of the Arts,0,0
Edward Kerr,M,762771729,2001-09-29,Junior,Graduate School of Education,0,0
Martin Hawkins,M,731553185,2003-09-19,Senior,School of Engineering,0,0
Michael Wilkerson,M,395505306,2002-12-07,Senior,Graduate School of Education,0,0
Ms. Alexandra Gibson,F,137766347,2000-10-29,Junior,School of Communication and Information,0,0
Nathan Chavez,M,851610320,2000-02-17,Freshman,School of Arts and Sciences,0,0
Steven Kirk,M,150994632,2003-11-06,Senior,School of Arts and Sciences,0,0
Amanda Hill,F,859968932,2001-10-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Robert Howard,M,867246765,2001-10-20,Junior,School of Graduate Studies,0,0
Erin Shaffer,F,799542896,2003-06-24,Junior,Graduate School of Applied and Professional Psychology,0,0
Jessica Smith,F,182479157,2003-07-15,Sophmore,Mason Gross School of the Arts,0,0
Peter Porter,M,472409958,1999-12-02,Sophmore,School of Arts and Sciences,0,0
William Brown,M,176059327,2001-06-23,Junior,School of Engineering,0,0
Erika Casey,F,767273613,2003-10-19,Junior,School of Engineering,0,0
Robert Odom,M,268700609,2002-11-01,Junior,Graduate School of Applied and Professional Psychology,0,0
Kevin Griffin,M,842120161,2004-08-06,Senior,School of Environmental and Biological Sciences,0,0
Charles Spence,M,909726581,2004-02-05,Senior,Mason Gross School of the Arts,0,0
Melissa Jones,F,230238783,2001-05-03,Junior,School of Graduate Studies,0,0
Emily Blair,F,264433832,2002-07-16,Senior,Graduate School of Education,0,0
Thomas Henry,M,452345350,2005-07-14,Sophmore,School of Communication and Information,0,0
Erin Wood,F,366743134,2003-05-19,Freshman,School of Arts and Sciences,0,0
Sean Snow,M,840179515,2001-05-13,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Mark Pittman,M,837017449,2005-04-12,Sophmore,School of Environmental and Biological Sciences,0,0
Terri Lee,F,789497330,2000-06-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Suzanne Wright,F,204388052,2005-01-08,Junior,School of Arts and Sciences,0,0
Brittany Rosales,F,877743981,1999-10-02,Junior,School of Communication and Information,0,0
Michael Henry,M,476875665,1999-12-17,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Patrick Ho,M,891668597,1999-09-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Victor Thompson,M,124827946,2002-11-03,Junior,Graduate School of Education,0,0
Jody Kerr,F,445774152,2005-07-22,Senior,School of Arts and Sciences,0,0
Samantha Hayes,F,681697110,2001-11-02,Sophmore,School of Engineering,1,0
Paul Randolph,M,133022123,2002-06-08,Junior,Mason Gross School of the Arts,1,0
Dustin Ellis,M,986298682,2000-04-02,Junior,Graduate School of Applied and Professional Psychology,0,0
Leah Williams,F,937945152,2000-04-17,Sophmore,Mason Gross School of the Arts,0,0
Heather Jones,F,918738490,2003-12-06,Senior,Graduate School of Applied and Professional Psychology,0,0
Thomas Wood,M,684458490,2001-08-19,Freshman,School of Communication and Information,0,0
Denise Fuller,F,233913595,2005-02-09,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Daniel Hill,M,239193391,2000-04-05,Junior,School of Engineering,0,0
Lori Stephens,F,413543521,2004-10-28,Junior,School of Engineering,1,0
Elizabeth Evans,F,773548157,2000-09-19,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Kevin Adams,M,527273867,2000-10-14,Junior,School of Arts and Sciences,0,0
Diana Chang,F,616048181,2000-03-15,Sophmore,School of Engineering,0,0
Colleen Kelly,F,474315193,2004-11-26,Sophmore,School of Arts and Sciences,0,0
Cody Haas,M,192184968,2002-11-11,Senior,Mason Gross School of the Arts,0,0
Samuel Rios,M,216137919,2003-05-14,Sophmore,School of Arts and Sciences,0,0
Nicole Raymond,F,713688811,2002-12-23,Senior,Mason Gross School of the Arts,0,0
Matthew Peterson,M,285948655,2001-03-16,Junior,School of Engineering,0,0
Mr. Cameron Johnson,M,567732142,2005-09-09,Freshman,Mason Gross School of the Arts,0,0
Phillip Maxwell,M,402100115,2000-08-12,Junior,School of Communication and Information,0,0
Kenneth Wilson,M,777004295,2004-06-10,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Derek Roberts,M,903190048,2001-12-03,Freshman,Graduate School of Education,0,0
Sean White,M,968743019,2002-08-08,Senior,Graduate School of Education,0,0
Tabitha Munoz,F,197701055,2002-12-25,Freshman,Mason Gross School of the Arts,0,0
Justin Kelly,M,989796089,2001-04-18,Freshman,Mason Gross School of the Arts,0,0
Jennifer Craig,F,182176685,2003-02-02,Freshman,School of Engineering,0,0
Jesus Clark,M,404255525,2002-05-28,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Mark Newman,M,345025760,2005-05-30,Senior,School of Environmental and Biological Sciences,0,1
Samuel Howard,M,537413862,2003-09-22,Junior,School of Communication and Information,0,0
Desiree Leach,F,465319857,2004-04-24,Sophmore,Mason Gross School of the Arts,0,0
Amber Davis,F,612740641,2005-02-19,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Tracy Dixon,M,804960271,2001-11-22,Freshman,School of Arts and Sciences,0,0
Christopher Thompson,M,706595469,2002-11-04,Junior,Mason Gross School of the Arts,0,0
Michael Phillips,M,856734845,2003-07-27,Freshman,Mason Gross School of the Arts,0,0
Eric Saunders,M,842208551,2002-05-14,Freshman,Graduate School of Education,0,0
Scott Dixon,M,136943365,2005-08-03,Sophmore,School of Arts and Sciences,1,0
Patricia Neal,F,363131171,2004-05-24,Sophmore,School of Communication and Information,0,0
Sandra Watkins,F,532116130,2003-02-03,Sophmore,School of Engineering,0,0
David Flores,M,481664541,2001-02-01,Senior,School of Arts and Sciences,0,0
Jennifer Barnes,F,962982878,2004-11-28,Junior,Graduate School of Education,0,0
Michael Quinn,M,883242986,2004-03-13,Sophmore,School of Communication and Information,0,0
Danielle Wright,F,338516264,2000-05-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Ian Horton,M,966917392,2005-04-08,Junior,School of Arts and Sciences,0,0
Beth Miller,F,591780379,2000-05-20,Sophmore,School of Arts and Sciences,0,0
Logan Graham,M,669280828,1999-12-15,Senior,School of Arts and Sciences,0,0
Jennifer Stone,F,847005357,1999-10-08,Freshman,Graduate School of Education,0,0
Tara Jensen,F,508257951,2005-06-14,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Brandi Booker,F,968404790,2002-01-18,Sophmore,School of Arts and Sciences,0,0
Rachel Wood,F,823841783,2001-05-17,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Brett Smith PhD,M,958485634,2005-07-29,Freshman,Mason Gross School of the Arts,1,0
Thomas Williams,M,643840851,2002-06-26,Sophmore,School of Graduate Studies,0,0
Anne Clarke,F,563305088,2002-07-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Dale Castillo,M,169224876,2001-10-02,Senior,School of Environmental and Biological Sciences,0,0
Jennifer Garcia,F,950202483,1999-10-23,Senior,School of Environmental and Biological Sciences,0,0
Adrian Thomas,M,275962833,2002-05-08,Senior,Graduate School of Education,0,0
Jose Perkins,M,255799310,2003-02-07,Senior,Graduate School of Education,0,0
Christopher Fisher,M,163545193,2004-05-10,Freshman,Graduate School of Applied and Professional Psychology,0,0
Robert Simmons,M,489647090,2005-08-25,Junior,School of Engineering,0,0
Mr. Timothy Owens,M,638436503,2003-05-19,Junior,School of Environmental and Biological Sciences,0,0
Jeffrey Wright,M,665517895,2002-01-18,Freshman,School of Arts and Sciences,0,0
Rhonda Clay,F,187256689,2004-10-14,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Tyler May,M,845627503,2002-04-05,Freshman,School of Communication and Information,0,0
Matthew Farrell,M,409628922,2004-02-22,Freshman,School of Graduate Studies,0,0
Jason Mitchell,M,155817243,2005-05-10,Freshman,Mason Gross School of the Arts,0,0
Preston Mason,M,159961372,2004-02-25,Sophmore,Graduate School of Education,0,0
David Anderson,M,605332474,2003-11-22,Senior,Graduate School of Applied and Professional Psychology,0,0
Megan Sanchez,F,802219613,2002-12-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Barry Rodriguez,M,858711416,1999-09-23,Junior,School of Environmental and Biological Sciences,0,0
Cathy Johnston,F,900672180,2005-02-05,Senior,School of Environmental and Biological Sciences,0,0
Christina Davis,F,822732495,2003-05-09,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Bianca Ward,F,483634005,2000-01-16,Sophmore,School of Arts and Sciences,0,0
Lauren Anderson,F,757889153,1999-10-30,Senior,School of Graduate Studies,0,0
Ryan Hayes,M,757345245,2001-04-29,Senior,School of Environmental and Biological Sciences,0,0
Brian Page,M,471351855,2001-03-02,Sophmore,School of Communication and Information,0,0
Christopher Wade,M,291851569,2000-06-26,Junior,Graduate School of Education,0,0
Anthony Buck,M,463069470,2002-03-07,Junior,School of Arts and Sciences,0,0
Richard Martinez,M,676951716,2004-06-20,Sophmore,School of Graduate Studies,0,0
Pamela Jackson,F,475637691,1999-12-23,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Tiffany Rogers,F,342501479,2001-08-14,Junior,School of Arts and Sciences,0,0
Stanley Smith,M,640149909,2003-11-07,Senior,Graduate School of Education,0,0
Anna Horton,F,892292266,2001-02-08,Sophmore,School of Communication and Information,0,0
Taylor Bennett,F,405131421,2002-12-31,Junior,School of Graduate Studies,0,0
Craig Wyatt,M,625643248,2001-11-15,Sophmore,School of Engineering,0,0
Kimberly Perez,F,729030494,2002-08-20,Junior,School of Communication and Information,0,0
Laura Miller,F,888072056,2004-07-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Courtney Williams,F,630723558,2002-09-11,Senior,School of Environmental and Biological Sciences,0,0
Joshua Hall,M,162431856,2004-12-27,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Crystal Fuller,F,702320353,2004-12-02,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
William Miles,M,626403482,2005-06-27,Sophmore,School of Arts and Sciences,0,0
Kelly Wheeler,F,799463293,2001-09-30,Sophmore,School of Arts and Sciences,0,0
Gary Graves,M,297776434,2002-06-16,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Dr. Susan Mcdonald,F,427854249,2004-09-14,Sophmore,School of Engineering,0,0
Sean Robinson,M,179951200,2004-02-13,Junior,Graduate School of Applied and Professional Psychology,0,0
Michael Mcdonald,M,849171643,2001-03-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Diana Long,F,933577348,2000-08-12,Junior,School of Arts and Sciences,0,0
Justin Berry Jr.,M,242201115,2005-05-28,Freshman,Graduate School of Education,0,0
Sonya Cordova,F,478419185,2002-05-06,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Pamela Vega,F,321391575,2005-07-21,Freshman,School of Communication and Information,1,0
Joseph Sullivan,M,667320413,2004-09-09,Senior,School of Graduate Studies,0,0
Jose Peterson,M,990598732,2003-09-22,Freshman,Graduate School of Education,0,0
Kimberly Rodriguez,F,707102727,2005-04-10,Junior,Graduate School of Applied and Professional Psychology,0,0
Melanie Hall,F,252270620,2001-10-24,Junior,School of Arts and Sciences,0,0
Shelly Wilson,F,623981238,2002-02-07,Junior,Graduate School of Education,0,0
Shelly Mullen,F,302678392,2002-02-17,Freshman,School of Graduate Studies,0,0
Glenda King,F,322865664,2000-04-06,Freshman,School of Graduate Studies,0,0
Shelley Carroll,F,342619318,2000-12-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Patrick Moore,M,646632749,2002-01-02,Senior,Mason Gross School of the Arts,0,0
Thomas Hall,M,378530726,2001-10-02,Freshman,School of Graduate Studies,0,0
Joshua Lopez,M,734991867,2000-06-03,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Amy Porter,F,809409528,2001-06-04,Senior,School of Environmental and Biological Sciences,1,0
Cindy Wright,F,937529823,2002-10-07,Freshman,School of Environmental and Biological Sciences,0,0
Tracy Weber,F,785519547,2004-03-19,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Michael Davis,M,503857435,2005-06-05,Sophmore,School of Environmental and Biological Sciences,1,0
Brenda Bowers,F,224872751,2003-06-23,Freshman,School of Engineering,0,0
Jennifer Berger,F,464476636,2004-03-17,Freshman,School of Engineering,0,0
Zachary Bell,M,536503709,2001-07-03,Junior,Graduate School of Education,0,0
Jeffrey Pena,M,309129781,2005-09-16,Junior,Mason Gross School of the Arts,0,0
Zachary Jones,M,567190946,2005-08-31,Senior,Graduate School of Education,0,0
Victoria Heath,F,608884413,1999-12-09,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jason Murphy,M,954202015,2000-10-10,Freshman,School of Engineering,0,0
Richard Mcintosh,M,644342251,2004-02-08,Senior,Graduate School of Applied and Professional Psychology,0,0
Richard Zimmerman,M,439339044,2000-12-13,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Hood,M,471038451,2001-07-07,Junior,School of Arts and Sciences,0,0
Sara Alexander,F,988892054,2000-02-25,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Calvin Conner,M,350591572,2000-06-29,Senior,School of Communication and Information,0,0
Austin Conner,M,919141525,2002-08-25,Freshman,School of Environmental and Biological Sciences,0,0
Mr. Stephen Kelley,M,720527843,2001-01-08,Senior,Graduate School of Education,0,0
Miss Amber Sanchez,F,406230350,2004-05-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Nicole Horn,F,622725694,2000-04-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Catherine Robinson,F,424220679,2003-10-21,Junior,Graduate School of Education,0,0
Nicole Watson,F,769114178,2002-02-09,Senior,Graduate School of Education,0,0
Sarah Fox,F,139310716,2001-06-01,Freshman,Mason Gross School of the Arts,0,0
Rita Arias,F,732441806,2003-05-10,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Rachael Nguyen,F,992324947,2000-07-09,Senior,School of Engineering,0,0
Tamara Nguyen,F,317852154,2000-02-21,Junior,School of Engineering,0,0
Sarah Weaver,F,514473528,2005-05-24,Senior,Graduate School of Education,0,0
Kenneth Taylor,M,976212357,2002-03-15,Senior,Graduate School of Applied and Professional Psychology,0,0
Dominic Rodriguez,M,298715885,2000-03-27,Senior,Graduate School of Applied and Professional Psychology,0,0
Eileen Gilbert,F,575591027,2004-01-21,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Joshua Harrison,M,103474322,2004-05-28,Freshman,Mason Gross School of the Arts,0,0
Frederick Mcintyre,M,493102477,2004-11-23,Sophmore,School of Communication and Information,0,0
David Dixon,M,309472406,2002-08-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Charles Lee,M,664935417,2003-07-14,Senior,Graduate School of Applied and Professional Psychology,0,0
Jonathan Gonzalez,M,648600835,2004-06-10,Freshman,School of Graduate Studies,0,0
Heather Ferguson,F,140540864,2005-06-05,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Jeremy House,M,854891296,2004-07-03,Junior,School of Communication and Information,0,0
Amanda Wilson,F,457819469,2004-09-21,Junior,School of Environmental and Biological Sciences,0,0
James Matthews,M,707097909,2002-09-17,Freshman,Graduate School of Education,0,0
Michael Smith,M,878601450,2000-01-11,Senior,School of Engineering,0,0
Jared Torres,M,762366194,2001-09-09,Sophmore,School of Engineering,0,0
Stephanie Snyder,F,371306671,2003-09-12,Sophmore,School of Engineering,0,0
Kathryn Wilson,F,669827512,2004-06-23,Junior,Mason Gross School of the Arts,0,0
Kimberly Short,F,398061049,2003-07-30,Freshman,Graduate School of Education,0,0
Charles Lee,M,660745599,2004-05-01,Freshman,School of Communication and Information,0,0
Edward Martinez,M,567937146,2003-01-21,Sophmore,School of Communication and Information,0,0
Nicole Young,F,347568090,2000-07-08,Sophmore,Mason Gross School of the Arts,0,0
Ryan Vargas,M,205136356,2000-01-23,Freshman,School of Arts and Sciences,0,0
Jim Thompson,M,608881636,2003-11-14,Senior,School of Arts and Sciences,0,1
Patricia Beltran,F,548502781,2001-04-08,Junior,Mason Gross School of the Arts,0,0
Jennifer Adkins,F,721007323,2004-09-30,Sophmore,School of Arts and Sciences,0,0
Jonathan Hebert,M,778197258,2003-06-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Matthew Lawson,M,388698020,2005-09-13,Sophmore,School of Graduate Studies,0,0
Evan Frank,M,270288468,2002-02-15,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Christian Cline,M,377566949,1999-10-13,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Nathan Young,M,460806691,2005-09-04,Senior,Graduate School of Applied and Professional Psychology,0,0
Peter Burke,M,321590841,2001-04-12,Sophmore,Graduate School of Applied and Professional Psychology,0,0
April Manning,F,864135696,2004-04-13,Junior,Mason Gross School of the Arts,0,0
Matthew Johnson,M,439846649,2001-03-12,Freshman,Graduate School of Applied and Professional Psychology,0,0
Jeffrey Lopez,M,618436406,2002-02-02,Freshman,School of Arts and Sciences,0,0
Melanie Miller,F,248553235,2002-10-13,Junior,School of Engineering,0,0
Chris Smith,M,818222901,2002-02-22,Sophmore,School of Communication and Information,0,0
Christopher Dunlap,M,962626782,2001-01-07,Junior,School of Graduate Studies,0,0
Steven Torres,M,474658681,2005-05-11,Junior,School of Arts and Sciences,0,0
Anthony Dennis,M,778093821,2000-01-16,Senior,School of Communication and Information,0,0
Emily Carrillo,F,189084768,2000-01-18,Senior,Graduate School of Applied and Professional Psychology,0,0
Catherine Walker,F,405428184,1999-09-30,Sophmore,Graduate School of Education,0,0
Daniel Hughes,M,139356670,1999-11-26,Junior,School of Arts and Sciences,0,0
Michelle Shields,F,192771293,2001-10-28,Freshman,School of Graduate Studies,0,0
Christina Harris MD,F,369990789,2004-04-25,Senior,Graduate School of Education,0,0
Miss Madeline Savage,F,255110002,2004-01-09,Senior,Graduate School of Education,0,0
Kenneth Sanchez,M,838016770,1999-09-29,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Wendy Sexton,F,333468819,2005-03-23,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Christopher Mitchell,M,313921398,2003-05-09,Junior,School of Environmental and Biological Sciences,0,0
Karen Davis,F,844365920,2004-04-29,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Thomas Roy,M,379381368,2004-03-02,Senior,School of Graduate Studies,0,0
Jose Smith,M,168715577,2003-02-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Katherine Robertson,F,649765455,1999-09-29,Sophmore,School of Arts and Sciences,0,0
Cheryl Boyd,F,318118171,2005-01-22,Senior,Graduate School of Education,0,0
Joshua Cole,M,582138677,2004-01-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Andrea Castro,F,950687194,2000-07-10,Senior,School of Environmental and Biological Sciences,0,0
Lori Jensen,F,738832191,2004-10-08,Sophmore,School of Graduate Studies,0,0
Ronnie Robbins,M,491259826,2001-04-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Wendy Sanchez,F,248503397,2003-01-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Alicia Fisher,F,980052017,2005-02-12,Sophmore,Mason Gross School of the Arts,0,0
William Jones,M,772822611,2000-11-03,Junior,Graduate School of Education,0,0
Mario Robinson,M,814532759,2003-04-23,Senior,Mason Gross School of the Arts,0,0
Diana Turner,F,222845810,2001-06-22,Senior,School of Engineering,0,0
Michael Farmer,M,586703817,2005-07-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Ryan Soto,M,628465562,2005-05-19,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Amanda Finley,F,237805921,2000-11-02,Junior,Graduate School of Applied and Professional Psychology,0,0
Kyle Johnson,M,843169574,2000-05-26,Sophmore,Mason Gross School of the Arts,0,0
Sharon Baker,F,409149181,2003-12-08,Freshman,Graduate School of Education,0,0
Jonathan Gibson,M,996592157,2004-01-21,Senior,School of Environmental and Biological Sciences,0,0
Jennifer Charles,F,390219044,2003-07-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Chad Gibson,M,495851603,2003-08-06,Senior,School of Engineering,0,0
Laura Brown,F,843968862,2000-04-21,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Amanda Barrett,F,932355489,2003-12-15,Junior,School of Graduate Studies,0,0
Morgan Barker,F,565515956,2002-04-12,Freshman,Graduate School of Education,0,1
Benjamin Castaneda,M,620849563,1999-10-20,Senior,Graduate School of Applied and Professional Psychology,0,0
Terry Wilkinson,F,235911319,2005-05-08,Freshman,School of Environmental and Biological Sciences,0,0
Heather Fletcher,F,503688054,2002-11-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Lori Castaneda,F,843391088,2004-07-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Frank Brown,M,411870901,2000-09-13,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Billy Eaton,M,109399574,2003-10-14,Sophmore,School of Graduate Studies,0,0
Henry Porter,M,829767106,2000-05-04,Sophmore,School of Engineering,0,0
Tiffany Myers,F,284439419,2004-03-07,Freshman,Graduate School of Education,0,0
Anthony Deleon,M,653899340,2004-10-16,Sophmore,School of Engineering,1,0
Melissa Jackson,F,534632800,2002-10-28,Sophmore,School of Engineering,0,0
Michael Roberts,M,739009151,2001-02-03,Sophmore,School of Communication and Information,0,0
Megan Mcguire,F,391627312,2000-07-03,Sophmore,School of Arts and Sciences,0,0
David Manning,M,444308688,2004-04-08,Sophmore,School of Communication and Information,0,0
Lee Miller,M,334113730,2000-07-21,Freshman,School of Engineering,0,0
Stephen Reed,M,931380461,2000-09-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Rebecca Liu,F,656403843,2003-03-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Brian Landry,M,114855659,2002-01-09,Senior,Graduate School of Education,0,0
David Howell,M,769528922,2000-08-30,Freshman,School of Engineering,0,0
Elizabeth Campbell,F,496721680,2000-07-24,Freshman,School of Engineering,0,0
Alexis Park,F,832853813,2000-09-28,Junior,Mason Gross School of the Arts,0,0
Michael Owen,M,271972194,2002-01-04,Junior,School of Graduate Studies,0,0
Melissa Caldwell,F,982391374,2001-06-30,Freshman,School of Environmental and Biological Sciences,0,0
Anna Jones,F,406387227,2003-12-11,Senior,School of Communication and Information,0,0
Antonio Cherry,M,116511502,2000-04-02,Freshman,School of Environmental and Biological Sciences,0,0
David Stephens,M,718822496,2002-07-03,Junior,School of Engineering,0,0
