name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preference
Amanda Sullivan,F,242836179,2001-09-04,Sophomore,School of Engineering,0,1,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,5000,"[610950890, 454959884, 837192942]"
Benjamin Wallace,M,695839995,2000-08-02,Sophomore,School of Arts and Sciences,0,0,['MRS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000,"[373284008, 859919303, 299264609]"
Jill Mcclain,F,581464442,2000-08-16,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,8000,[]
Darlene Clark,F,841931695,2005-04-22,Freshman,School of Management and Labor Relations,0,0,['JS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[902547014, 924822592, 950857107]"
William Vargas,M,842626006,2001-12-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'AH' 'BH'],Suite,1,1,1,4000-6000,5000,"[123278028, 150960031, 792467402]"
Robin Burgess,F,620671924,2002-11-04,Freshman,School of Communication and Information,0,0,['CS' 'MZH' 'MH'],Suite,1,1,1,4000-6000,6000,"[893423086, 249344368, 899178751]"
Timothy Robinson,M,342507339,2001-12-30,Junior,School of Social Work,0,0,['BS' 'NCA' 'MS'],Suite,1,1,1,4000-6000,6000,"[875299413, 799065599, 177221259]"
Sabrina Mullen,F,584364482,2003-12-19,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Danielle Fields,F,208579373,2000-06-25,Junior,School of Arts and Sciences,0,1,['RA' 'MZH' 'AH'],Suite,1,1,1,6000-8000,7000,"[384293169, 652103056, 126648071]"
Jessica Kelly,F,696563208,2003-10-09,Junior,School of Arts and Sciences,0,0,['AH' 'WS' 'MH'],Apartment,1,1,1,8000-11000,11000,"[257741365, 747168152, 844791161]"
Brittany Rodriguez,F,608936932,2005-04-27,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,6000,"[215020242, 837192942, 236596836]"
Eric Shepard,M,401428381,2005-07-21,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'JS'],Apartment,1,1,0,4000-6000,6000,"[721856265, 663845529, 108354050]"
Rachel Schmidt,F,882911504,2000-02-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Laura Clayton,F,292123125,2001-01-23,Freshman,Mason Gross School of the Arts,0,0,['MH' 'BS' 'MZH'],Apartment,1,1,0,4000-6000,6000,"[234341349, 805680644, 586122540]"
Kimberly Dyer,F,825261464,2005-05-07,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Meagan Tate,F,590448713,2002-08-17,Sophomore,School of Engineering,0,1,['NCA' 'RA' 'WS'],Suite,1,1,1,8000-11000,10000,[]
Roger Baker,M,136643184,2001-07-19,Sophomore,School of Communication and Information,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[197931588, 219196177, 659539548]"
Amanda Wilson,F,767595726,2004-06-09,Freshman,School of Communication and Information,0,0,['MS' 'BS' 'MH'],Traditional Residence Hall,1,1,0,8000-11000,11000,"[648793861, 551909079, 789820450]"
Meghan Osborn,F,593662399,2002-08-05,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MS' 'NCA'],Suite,1,1,1,6000-8000,8000,"[764571090, 215166968, 734324213]"
Alex Mccoy,M,609832299,2003-08-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'AH' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Katie Ruiz,F,829631739,2005-09-22,Freshman,School of Arts and Sciences,0,0,['BS' 'BH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[644234531, 227668483, 556030748]"
Alicia Andrade,F,842755690,2002-11-15,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'MH'],Suite,1,1,1,8000-11000,11000,"[356431276, 932263447, 847610016]"
Karen Gentry,F,460295348,2003-02-15,Freshman,School of Engineering,0,0,['BS' 'NCA' 'RA'],Apartment,1,0,1,8000-11000,11000,[]
James Smith,M,607137206,2002-02-06,Sophomore,School of Communication and Information,0,1,['AH' 'NCA' 'RA'],Suite,1,0,1,4000-6000,5000,[]
Jeffrey Ware,M,809822817,2002-03-15,Freshman,School of Environmental and Biological Sciences,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
Sharon Bright,F,261353510,2004-06-11,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BS' 'JS'],Suite,1,1,1,4000-6000,5000,"[898241933, 395473081, 205788166]"
Steven Keith,M,855241710,2002-02-12,Sophomore,School of Communication and Information,0,0,['JS' 'BH' 'SA'],Suite,1,1,1,4000-6000,6000,"[493767767, 946032287, 629132051]"
Johnny Reed,M,676919995,2004-11-05,Junior,School of Engineering,0,0,['NCA' 'AH' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Mrs. Patricia Johnson,F,630583801,2001-05-18,Senior,School of Engineering,0,0,['MRS' 'NCA' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[512345173, 891592694, 608643542]"
Jessica Smith,F,537921930,2000-06-06,Freshman,School of Arts and Sciences,0,0,['MH' 'AH' 'TS'],Suite,1,0,1,8000-11000,11000,"[400468021, 772425975, 599942436]"
Stephen Lucas,M,251669209,2004-01-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Trevor Romero,M,121250269,2005-03-03,Senior,School of Arts and Sciences,0,0,['SA' 'MH' 'RA'],Suite,1,1,1,4000-6000,6000,"[595397613, 192184369, 291716535]"
Kimberly Miller,F,793247938,2002-09-12,Junior,School of Management and Labor Relations,0,0,['MZH' 'BS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Laurie Hayes,F,408242715,2005-01-27,Freshman,School of Engineering,0,1,['SA' 'BH' 'BS'],Apartment,1,1,1,8000-11000,10000,[]
Mr. Brandon Walters,M,593445203,2001-11-26,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Apartment,1,0,1,8000-11000,11000,"[614385783, 681100810, 300151875]"
Christopher Dillon DVM,M,529734759,2000-09-08,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000,"[789170166, 846125376, 692333384]"
Kristine Watts,F,616963318,2001-10-22,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'TS'],Suite,1,1,1,6000-8000,8000,[]
Margaret Johnson,F,556984338,2001-09-20,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'MRS'],Suite,1,1,1,4000-6000,5000,[]
Mr. David Johnson DVM,M,503631514,2003-05-06,Freshman,School of Arts and Sciences,0,0,['WS' 'RA' 'CS'],Apartment,1,1,1,4000-6000,6000,"[982619478, 255668049, 907241940]"
Jeremiah Sanchez,M,488348835,2000-02-28,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'TS' 'CS'],Apartment,1,0,1,6000-8000,8000,[]
Catherine Patterson,F,701666797,2002-09-14,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'MRS'],Suite,1,1,1,6000-8000,7000,[]
Michelle Davis,F,789211369,2000-12-30,Junior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MS'],Apartment,1,1,0,6000-8000,8000,[]
Sherry Snyder,F,135732073,2001-05-20,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Kelly Adams,F,406403312,2003-08-03,Sophomore,School of Arts and Sciences,0,0,['BS' 'AH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[948360368, 603163685, 546897735]"
David Evans,M,262691095,2000-10-25,Junior,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'SA'],Suite,1,1,1,8000-11000,11000,"[199278695, 317487491, 425179427]"
Tiffany Young,F,560300436,2000-02-27,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'MS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Richard Reynolds,M,758391194,2005-09-18,Freshman,School of Engineering,0,1,['NCA' 'BS' 'AH'],Suite,1,1,1,4000-6000,5000,[]
Mark Gray,M,857831992,1999-10-22,Senior,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,0,4000-6000,5000,"[405250610, 208579373, 476299162]"
Stephanie Hubbard,F,270175494,2003-06-08,Junior,School of Arts and Sciences,0,0,['SA' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Jeanette Peterson,F,755311008,2004-11-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[793281361, 509090317, 757375115]"
Alison Martinez,F,279635917,2004-01-16,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'NCA' 'MS'],Suite,1,1,1,4000-6000,5000,"[198182634, 590448713, 717330552]"
Nicholas Wilson,M,775591616,2001-03-09,Sophomore,School of Communication and Information,0,0,['BS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Ryan Johnston,M,393001390,2003-05-25,Sophomore,School of Environmental and Biological Sciences,0,0,['MZH' 'BH' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Jeremy Johnston,M,709683280,2003-07-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'WS' 'RA'],Suite,1,1,0,8000-11000,10000,[]
Cory Velasquez,M,255160264,2003-01-30,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MRS' 'MH'],Suite,1,1,1,8000-11000,11000,[]
Henry Evans,M,253616035,2004-11-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'RA' 'MS'],Suite,1,1,1,4000-6000,6000,"[947949582, 387561006, 189184502]"
Joshua Chavez,M,295453919,2002-09-18,Freshman,School of Social Work,0,1,['MS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,"[388629957, 230176068, 357289178]"
Donald Thompson,M,626656886,2005-09-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Linda Oconnor,F,832795708,2005-09-07,Senior,School of Communication and Information,0,0,['AH' 'BS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[780763974, 937816620, 859266780]"
Erika Patterson,F,683331599,2003-09-14,Freshman,School of Social Work,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,11000,[]
Joshua Arellano,M,994513382,2000-02-12,Freshman,School of Social Work,0,1,['RA' 'BS' 'NCA'],Suite,1,1,1,6000-8000,7000,"[585672065, 103421240, 645012521]"
Barbara Pace,F,502618934,2003-08-13,Sophomore,School of Management and Labor Relations,1,1,['WS' 'RA' 'CS'],Apartment,1,1,1,4000-6000,5000,[]
Lisa Bradford,F,723014090,2000-07-16,Freshman,School of Social Work,0,1,['SA' 'RA' 'BH'],Apartment,1,1,1,6000-8000,7000,[]
Paul Roberts,M,579161550,2002-12-23,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'MS'],Apartment,1,1,1,6000-8000,8000,"[460888505, 878767090, 490861291]"
Joseph Thomas,M,579020107,2004-10-28,Freshman,School of Arts and Sciences,0,0,['MH' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,"[521086783, 615970166, 626887633]"
Guy Hill,M,628409697,2005-06-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Autumn Schwartz,F,531850290,2004-10-10,Freshman,School of Arts and Sciences,1,0,['BS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Christina Graham,F,176286137,2003-01-19,Freshman,School of Arts and Sciences,0,0,['MRS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[776124918, 947122951, 850508450]"
Dawn Chan,F,680817764,2002-12-11,Sophomore,School of Environmental and Biological Sciences,0,1,['NCA' 'RA' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
William Flores,M,672708346,2004-01-01,Junior,School of Arts and Sciences,0,0,['BS' 'MS' 'MH'],Apartment,1,1,1,6000-8000,8000,"[951148693, 325670292, 789820450]"
Thomas Evans,M,418595262,2005-07-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'MH' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[242486364, 123904252, 150998103]"
Destiny Carpenter,F,780782256,2003-03-10,Freshman,Mason Gross School of the Arts,0,1,['BS' 'TS' 'NCA'],Suite,1,1,1,8000-11000,10000,"[439332453, 683722627, 891592694]"
Stacey Norman,F,186770057,2001-04-07,Junior,Mason Gross School of the Arts,0,0,['CS' 'MS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Amanda Walker,F,770241553,2005-09-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Ariana Martinez,F,278699728,2003-03-02,Sophomore,School of Management and Labor Relations,0,1,['JS' 'SA' 'TS'],Apartment,1,1,1,6000-8000,7000,"[330718731, 562682463, 804332417]"
Jessica Mullen,F,646223907,2001-06-09,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Lisa Brooks,F,332422294,1999-11-16,Junior,School of Arts and Sciences,0,1,['BS' 'MRS' 'SA'],Suite,1,1,0,4000-6000,5000,[]
Donna White,F,776251932,2000-06-29,Sophomore,School of Engineering,0,1,['RA' 'SA' 'NCA'],Suite,1,1,1,6000-8000,7000,"[582617473, 172941925, 553483410]"
Chad Moore,M,463886662,2001-10-05,Sophomore,School of Engineering,0,1,['NCA' 'WS' 'MS'],Suite,1,0,1,4000-6000,5000,[]
Sherry Fisher,F,160300565,2005-02-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'NCA' 'MZH'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[604050808, 243516218, 182112881]"
Lauren Freeman,F,374043859,2005-04-07,Freshman,School of Arts and Sciences,1,0,['JS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Ronald Olsen,M,477023699,2001-12-22,Freshman,Mason Gross School of the Arts,0,0,['MH' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Paula Clark,F,611007304,2004-11-12,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Julia Conley,F,913780809,2002-03-28,Freshman,School of Management and Labor Relations,0,0,['NCA' 'AH' 'BS'],Apartment,1,1,1,4000-6000,6000,"[453496933, 723040079, 823079828]"
Cassandra Simon,F,265062771,2002-01-16,Sophomore,School of Arts and Sciences,1,0,['TS' 'MRS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[669507297, 713747759, 639790876]"
Willie Thompson,M,182112881,2003-10-06,Senior,School of Management and Labor Relations,0,0,['RA' 'JS' 'SA'],Suite,1,1,1,4000-6000,6000,"[499249263, 473724536, 420364008]"
Jose Flores,M,652384098,2002-07-28,Sophomore,School of Arts and Sciences,0,1,['MS' 'JS' 'BS'],Suite,1,1,1,4000-6000,5000,"[476037540, 341987984, 277809521]"
Sheri Cox,F,823139392,2004-12-14,Freshman,School of Arts and Sciences,0,0,['MS' 'MRS' 'MZH'],Apartment,1,1,1,4000-6000,6000,"[921603382, 936184353, 245444731]"
Barbara Sanchez,F,793139751,2002-08-11,Freshman,School of Social Work,0,0,['BS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000,"[266759145, 199278695, 201226877]"
Casey Torres,M,533412294,2004-09-18,Sophomore,School of Arts and Sciences,0,1,['BH' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,7000,"[296573811, 732781885, 875211081]"
Brett Moore,M,187177018,2005-06-15,Freshman,School of Communication and Information,0,1,['BH' 'MZH' 'CS'],Apartment,1,0,1,4000-6000,5000,[]
Anthony Baldwin,M,617204052,2005-07-23,Freshman,School of Arts and Sciences,1,0,['RA' 'WS' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Kenneth Williams,M,333063609,2000-07-18,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['MS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Amanda Morales,F,771558771,2002-03-06,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'MS'],Suite,1,1,1,6000-8000,8000,[]
Vanessa Carlson,F,296086665,2000-03-08,Freshman,Mason Gross School of the Arts,1,0,['RA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Jessica Park,F,973312065,1999-11-09,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Philip Mcclain,M,210093608,2003-06-07,Freshman,School of Management and Labor Relations,0,0,['BH' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[629788925, 258774250, 741877768]"
Garrett Jackson,M,763974527,2002-07-11,Junior,School of Arts and Sciences,0,0,['BS' 'AH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Kristen Benson,F,454173135,2001-08-10,Junior,School of Communication and Information,0,0,['MZH' 'MS' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Allison Lewis,F,763746634,1999-10-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'TS'],Suite,1,1,1,8000-11000,11000,"[528338862, 999136895, 838788609]"
Thomas Long,M,570460616,2004-09-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'CS' 'WS'],Suite,1,0,1,4000-6000,5000,"[834385873, 229203858, 966214120]"
Robert Lucas,M,799065291,2002-05-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[745768016, 547845128, 543877082]"
Matthew Cowan,M,140523319,2000-07-31,Sophomore,School of Arts and Sciences,0,0,['MRS' 'RA' 'SA'],Suite,1,1,1,6000-8000,8000,"[460481432, 926164300, 762016115]"
Angelica Taylor,F,287519590,2001-05-02,Freshman,School of Arts and Sciences,0,1,['BS' 'JS' 'NCA'],Apartment,1,1,0,4000-6000,5000,"[949622627, 876912596, 376452555]"
Jesus Fry,M,141911609,2003-09-15,Freshman,School of Management and Labor Relations,0,0,['NCA' 'MRS' 'RA'],Traditional Residence Hall,1,0,1,6000-8000,8000,"[997905024, 935222937, 584364482]"
James Coleman,M,807859115,2003-09-09,Freshman,School of Engineering,0,0,['NCA' 'RA' 'MH'],Suite,1,1,1,4000-6000,6000,"[218975752, 900561866, 311991838]"
Andrea Horton,F,287469825,2000-10-24,Senior,School of Arts and Sciences,0,0,['MZH' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000,"[147458510, 924533037, 241324498]"
Luis Morales,M,307869458,2001-04-24,Freshman,School of Engineering,0,1,['BS' 'CS' 'JS'],Apartment,1,0,1,6000-8000,7000,"[777381205, 888128174, 510442459]"
Paul Collins,M,329491346,2003-11-27,Sophomore,School of Engineering,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[713747759, 118008349, 759630546]"
Philip Mcmahon,M,332388507,2000-02-07,Junior,School of Arts and Sciences,0,1,['AH' 'CS' 'NCA'],Suite,1,1,1,8000-11000,10000,"[476563478, 789211369, 185263166]"
James Robinson,M,445209114,2002-05-05,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'SA'],Apartment,1,1,1,6000-8000,7000,"[325573646, 879893047, 976017608]"
Charlene Camacho,F,327036265,2005-04-29,Freshman,School of Social Work,0,0,['MZH' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[589833588, 276225687, 147602555]"
Brenda Bryan,F,440901755,2000-09-12,Sophomore,School of Arts and Sciences,0,0,['CS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[102913141, 864937221, 926164300]"
Edward Rogers,M,310055808,2000-04-17,Senior,Mason Gross School of the Arts,0,0,['BH' 'SA' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Terry Lewis,M,842943996,2005-01-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'MS'],Apartment,1,1,1,4000-6000,6000,"[245444731, 227191194, 892481903]"
Martin Rodgers,M,451340223,2003-04-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[111427846, 312109282, 343526194]"
Jacob Benson,M,409077682,2000-05-13,Senior,School of Environmental and Biological Sciences,0,1,['SA' 'BS' 'CS'],Apartment,1,1,1,4000-6000,5000,[]
Cheryl Page,F,354123752,2004-10-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'RA'],Suite,1,1,1,4000-6000,6000,"[184144771, 248544140, 609832299]"
Justin Espinoza,M,629259700,2004-08-28,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[647179723, 754102724, 287417616]"
Valerie Lewis,F,551773897,2001-08-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'SA'],Apartment,1,1,0,4000-6000,6000,"[168454417, 475859664, 208127234]"
Cody Ryan,M,381086901,2002-06-22,Freshman,Mason Gross School of the Arts,0,0,['MH' 'BS' 'WS'],Suite,1,1,1,8000-11000,11000,[]
Robert Ortega,M,126411790,2003-01-31,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[528733348, 392277161, 652602799]"
Joseph Roman,M,847564596,2002-04-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'MH'],Suite,1,0,1,6000-8000,7000,[]
Casey Bradley,F,930643875,2004-10-26,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,"[249900504, 489800793, 804009254]"
Charles Allen,M,908771175,2001-11-14,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[101970278, 605514771, 187435903]"
Matthew Stanley,M,420852989,2005-08-01,Junior,Mason Gross School of the Arts,0,0,['MS' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Justin Colon,M,827143325,2002-07-14,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'BH'],Suite,1,1,1,4000-6000,5000,"[227387264, 644041976, 208579373]"
Jonathan Wagner,M,179526158,2001-08-31,Junior,School of Engineering,0,0,['NCA' 'AH' 'RA'],Suite,1,1,1,6000-8000,8000,[]
Bonnie Brooks,F,834385873,2001-08-09,Junior,Mason Gross School of the Arts,0,0,['BH' 'MZH' 'MS'],Apartment,1,0,1,4000-6000,6000,"[542655666, 567338555, 916952323]"
Brad Brooks,M,653545042,2000-08-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'AH' 'JS'],Suite,1,1,1,8000-11000,11000,"[401507889, 892357819, 153303173]"
Michelle Ingram,F,554596907,2004-03-18,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Joseph Mathis,M,636449521,2002-06-17,Sophomore,School of Arts and Sciences,0,0,['CS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[395932657, 409846665, 768889254]"
Christine Hernandez,F,889785101,2005-06-21,Freshman,School of Arts and Sciences,0,0,['MS' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Ashley Welch,F,923971752,1999-11-17,Sophomore,School of Communication and Information,0,1,['NCA' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000,[]
Renee Baxter,F,591998132,2002-01-26,Junior,School of Arts and Sciences,0,1,['MS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,10000,"[940117902, 923738586, 496679684]"
Antonio Phillips,M,953751981,2002-05-20,Freshman,Mason Gross School of the Arts,0,1,['RA' 'MRS' 'JS'],Suite,1,1,1,4000-6000,5000,"[279325340, 759907966, 247573506]"
Jodi Anderson,F,128067422,2003-05-11,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'JS'],Traditional Residence Hall,1,0,1,4000-6000,6000,[]
Jennifer Love,F,588483459,2004-12-16,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[882573227, 532648085, 464714080]"
Nicholas Salazar,M,163817437,2004-03-22,Junior,Mason Gross School of the Arts,0,0,['MZH' 'WS' 'RA'],Suite,1,1,1,8000-11000,11000,"[544806148, 849126159, 566869257]"
Kayla Levine,F,147690261,2003-11-10,Junior,School of Communication and Information,0,0,['MH' 'CS' 'WS'],Apartment,1,0,0,4000-6000,6000,[]
Gregory Choi,M,847655871,2002-11-04,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,7000,"[543267810, 258144506, 947949582]"
Susan Washington,F,177128058,2002-02-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['JS' 'TS' 'CS'],Suite,1,1,1,4000-6000,5000,"[917273333, 776689279, 726183950]"
Craig Ross,M,553483410,2005-05-01,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'NCA'],Suite,1,0,1,8000-11000,11000,"[916619682, 947124533, 589432420]"
John Peterson,M,571367879,2004-08-07,Senior,School of Environmental and Biological Sciences,0,1,['BS' 'MH' 'WS'],Suite,1,1,1,6000-8000,7000,[]
Aaron Johnson,M,509201510,2003-05-12,Senior,School of Engineering,0,0,['RA' 'BS' 'MRS'],Apartment,1,0,0,4000-6000,6000,"[791108700, 252340711, 999269853]"
Brittany Harvey,F,402104763,2005-03-04,Sophomore,School of Engineering,1,0,['WS' 'RA' 'BH'],Apartment,1,1,1,8000-11000,11000,"[132869928, 223778128, 829783361]"
Kayla Alexander,F,127673746,2000-08-26,Freshman,School of Engineering,0,1,['SA' 'BS' 'MS'],Suite,1,0,1,8000-11000,10000,"[724666976, 174415145, 190209839]"
Paul Perez,M,599954568,2000-03-26,Freshman,School of Social Work,0,0,['NCA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Mrs. Stephanie Garcia MD,F,166339999,2004-03-20,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[797009924, 296589694, 491374387]"
Christine Lucas,F,239098559,2002-05-11,Freshman,Mason Gross School of the Arts,0,1,['CS' 'MRS' 'RA'],Suite,1,1,0,4000-6000,5000,"[701246741, 575120305, 794807484]"
Mary Castro,F,613482754,2000-03-10,Junior,School of Management and Labor Relations,0,0,['MS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000,"[103421240, 704787306, 310964937]"
Michelle Knight,F,675889718,2000-06-26,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'WS'],Apartment,1,1,1,8000-11000,11000,[]
