name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Jon Juarez,M,957635742,1995-06-18,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Tina Johnson,F,116086004,2000-03-30,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Patricia Stewart,F,762158321,1994-05-31,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Haley Cooper,F,650216825,1999-10-16,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Robert Fritz,M,832623988,1996-06-01,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Jenny Carlson,F,457950425,1995-05-14,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Matthew Clark,M,852721201,1999-08-24,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Darryl Schmitt,M,236497834,1997-09-18,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Kyle Chase,M,815158780,1997-11-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
David Kirby,M,479373706,1998-02-11,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Chris Taylor,M,325423295,1997-07-29,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Andrew Montgomery,M,418603347,1997-04-23,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Sara Cobb,F,930301954,1993-11-08,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Rodney Caldwell,M,697375051,1997-01-09,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Elizabeth Rivas,F,435405056,1995-12-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Christopher Hernandez,M,197250819,1994-07-21,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Chelsea Romero,F,979198896,1998-11-14,Doctorate,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Robert Wilson,M,389338383,1997-01-08,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,0,10500-12000,11000
Mrs. Julie Johnson MD,F,295996382,1997-01-06,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,0,8000-10500,9500
James Walters,M,520511530,1994-02-18,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Randall Malone,M,720195737,1997-01-13,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Mark Pollard,M,646944797,1995-07-21,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Sarah Banks,F,813396746,1997-05-14,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Kendra Hayes,F,568218140,1996-10-26,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Wendy Ortiz,F,815957098,1995-08-16,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Rebecca Vega,F,923154563,1997-12-13,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Jennifer Gill,F,678733503,2000-01-29,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Megan Hendrix,F,104678806,1996-11-11,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Andrea Neal,F,156291355,1995-10-18,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Billy Richardson,M,924101450,1997-06-30,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Pamela Simmons,F,329886049,1996-10-17,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500
Pamela Martinez,F,571428383,2000-06-05,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Danielle Norris,F,200969173,1997-06-19,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Sarah Hampton,F,554711842,1997-04-27,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Samuel Lee,M,405122308,1995-03-26,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Jason Love,M,389588932,1997-11-17,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Nathaniel Fox,M,377912895,2000-06-27,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Jodi Sims,F,886747931,2000-01-28,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Gabriella Pope,F,361611480,1998-01-14,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Garrett Wood,M,705895054,1997-08-16,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Marie Sanders,F,325384947,1994-07-06,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Luke Andrews,M,216184080,1998-12-16,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Kirk Howard,M,535705181,1997-10-09,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Michael Barnes,M,406723605,1999-02-19,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,0,1,8000-10500,9500
Courtney Sutton,F,882140419,1993-12-07,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Christina Mejia,F,624716161,1996-02-27,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Andrea Hood,F,976120677,1997-06-14,Masters,Graduate School of Applied and Professional Psychology,1,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Lindsay Marquez,F,170908388,1997-04-23,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Dustin Rodriguez,M,781283198,1996-12-23,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Meghan Flores,F,981895453,1999-08-19,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Lisa Wood,F,663661936,1999-06-11,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Alex Hunter,M,796171984,1995-07-21,Doctorate,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Christina Newman,F,415492820,1997-04-09,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Cassie Atkins,F,764331506,1996-04-21,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Kimberly Townsend,F,889477834,2000-07-16,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Nicole Taylor,F,274369681,1996-06-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
James Hernandez,M,206329260,1994-11-17,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Andrew Lewis,M,465832533,1995-12-10,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Eddie Morales,M,447735775,1997-09-25,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Laura Hayden,F,517610708,1995-07-13,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Elizabeth Jackson,F,930021672,1998-12-08,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Cassidy Hernandez,F,675185077,1994-10-31,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Nicholas Smith MD,M,995000278,1995-04-26,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,12000
Raymond Curtis,M,786418607,1996-09-15,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,0,8000-10500,10500
Jeremy Suarez,M,296647717,1997-08-16,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Darren Turner,M,904356579,2000-09-12,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Peter Clark,M,256131722,1995-09-11,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Ryan Smith,M,439216744,1997-11-01,Masters,School of Graduate Studies,1,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
David Acosta,M,526655444,1995-12-15,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Richard Spencer,M,611858393,1995-04-28,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Angela Marshall,F,741911317,2000-07-24,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Amanda Jones,F,951689508,2000-01-11,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Walter Tapia,M,514652253,2000-05-11,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Charles Martin,M,639308666,1995-08-22,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Cindy Decker,F,170855677,1995-08-11,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
William Owens,M,542081620,1994-05-08,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Joseph Mathews,M,672742523,1999-07-29,Masters,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Janet Lee,F,153100621,1995-06-06,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Norman Mendoza,M,700695590,1997-05-18,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,12000
Lori Allen,F,831242605,1996-02-08,Masters,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
David Johnson,M,419694071,1998-08-04,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Jason Simpson,M,220225525,1994-08-07,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Harry Hart,M,761504600,1998-05-01,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Amy Ramirez,F,447416544,1999-08-08,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Vincent Williams,M,646203148,1993-11-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Jennifer Hernandez,F,872244053,1998-02-19,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Jenna Allen,F,820171975,1997-05-03,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Amy Ford,F,533973542,1997-05-22,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Phillip Freeman,M,495401310,1995-07-25,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Renee Foster,F,906167953,1998-12-19,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Wanda Lloyd,F,650849776,1998-12-02,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Mr. Sean Peterson,M,240806358,1994-02-12,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Misty Smith,F,347324330,1999-10-19,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Allen Smith,M,977135924,1993-09-29,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Linda Smith,F,662291120,2000-04-21,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,0,8000-10500,10500
Caroline Holt,F,231413767,1997-07-06,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Melissa Holmes,F,722195809,1994-12-25,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500
John Hammond,M,281490624,1998-02-15,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,0,8000-10500,9500
Scott Weaver,M,498342687,2000-03-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Leah Levine,F,250015380,1997-08-28,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Cindy Johnson,F,902257681,1994-08-31,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Jenny Roberts,F,154372347,1998-04-19,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Elaine Lawrence,F,479359580,1999-12-25,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,8000-10500,10500
Christina Knox,F,876594734,1999-02-07,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500
John Gonzalez,M,357329159,1997-12-12,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Dana Leon,F,301563862,1995-11-16,Doctorate,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Kara Patel,F,675220219,1994-11-05,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Kelly Johnson,F,841891164,2000-06-27,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Jose Bryant,M,350237496,1999-07-26,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
James Mccullough,M,688075272,2000-05-02,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Justin Smith,M,558657813,1996-10-31,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Kathleen Rangel,F,187390241,1995-11-10,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500
Christine Phillips,F,922191594,1996-08-03,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Joshua Fry,M,857981813,1999-06-17,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Dr. Eric Ibarra,M,194323064,1996-04-04,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Scott Lopez,M,702166668,1994-06-26,Masters,Graduate School of Applied and Professional Psychology,1,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,12000
Scott Medina MD,M,797775188,1998-07-13,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Jennifer Alvarez,F,416231513,1999-03-15,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Connie Silva,F,849116678,1995-10-18,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Michael Rogers,M,316000656,1997-08-13,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Maria Glenn,F,500552076,1998-01-03,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Melissa Pham,F,655381911,1994-10-05,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Brandon Williams,M,192151122,1995-02-16,Doctorate,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Kelsey Frost,F,737786941,1995-02-25,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Lawrence Ruiz,M,538677895,1997-07-08,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Carla Johnson,F,954623027,1999-03-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Robert Alvarado,M,557756534,1999-07-12,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Veronica Roberts,F,607501182,1993-10-31,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,0,8000-10500,10500
Jon Figueroa,M,600677082,1999-05-22,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Charles Strickland,M,269794807,1999-12-29,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Mary Brown,F,792213908,1996-10-28,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Teresa Lee,F,352222126,1997-01-04,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,12000
Megan Martin,F,543771909,1999-10-15,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Roger Clay,M,500532721,1995-03-28,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Ashley Dunlap,F,998041887,1996-08-22,Postdoctoral studies,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Crystal Garcia,F,947052210,1996-07-17,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Randy Zimmerman,M,306188806,1994-10-26,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,12000
David Dodson,M,658627717,1999-07-24,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Leslie Combs,F,952881858,2000-01-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Susan Charles,F,792460736,1993-10-07,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Lauren White,F,461003215,1997-03-01,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Ricardo Kaufman,M,599973707,1997-10-15,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Patricia Hicks,F,724892726,1997-06-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Justin Ray,M,269501268,1994-11-07,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Corey Moran,M,727641171,1998-05-25,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Diane Taylor,F,971773773,1998-08-18,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,8000-10500,9500
Andrew Parsons,M,780526027,1997-04-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Kimberly Sanchez,F,601860878,2000-06-21,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Mary Hanson,F,559546770,1994-08-07,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Margaret Watts,F,592133555,1994-01-04,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Shannon Huerta,F,901510019,1994-11-02,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Katelyn Gregory,F,951881138,1996-12-09,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Evan Savage,M,873924660,1998-06-27,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Ashley Snyder,F,318237317,1994-03-20,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Erin Bautista,F,899240334,1999-07-06,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500
Suzanne Hammond,F,176647643,1996-10-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Jessica Jefferson,F,831525872,1993-10-16,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Michael Hernandez,M,822994102,1996-06-02,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Caleb Kramer,M,811465027,2000-05-01,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Jennifer Cruz,F,886421471,1997-12-13,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
James Burns,M,764367427,1994-06-28,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Dustin Byrd,M,435243579,2000-08-28,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,10500-12000,11000
Matthew Byrd MD,M,716820762,1996-04-20,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Dennis Woods,M,847508419,1998-07-08,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Melissa Moore,F,650767469,1997-09-21,Masters,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Mary Nicholson,F,812735377,1999-06-02,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Lisa Johns,F,559857796,2000-09-20,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Tanya Garcia,F,782315586,2000-03-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Kristin Nunez,F,929479008,1998-02-03,Masters,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Matthew Avila,M,387453320,1996-12-15,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,8000-10500,9500
Henry Ramos,M,497520213,1996-04-20,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,0,8000-10500,10500
Nicole Stone,F,367846060,1997-11-14,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500
Janet Stone,F,788952978,2000-03-18,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Tracey Ramos,F,480487796,1996-08-21,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Laura Holder,F,846946481,1998-05-03,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Samuel Morton,M,458290581,1996-01-19,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
David Carpenter DDS,M,845730717,2000-06-03,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Timothy Randall,M,805007486,1996-02-02,Doctorate,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Michelle Bass,F,195784490,1999-03-08,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000
Steven Perez PhD,M,865134361,1993-10-09,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Veronica Avery,F,894408666,1999-10-31,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000
Laura Brown,F,177890409,1998-09-11,Masters,Graduate School of Applied and Professional Psychology,1,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
Robert Davis,M,143213347,1995-05-18,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
James Newman,M,912517281,2000-02-21,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000
Dr. Laura Bartlett MD,F,822522247,1993-12-03,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,12000
David Vega,M,315824426,1996-08-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Austin Stevens,M,914549060,1998-08-10,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Ryan Frazier,M,759523939,1997-02-02,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Stephen Aguilar,M,705192815,1997-08-30,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,8000-10500,10500
Dawn Miller,F,656109178,1995-02-27,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Patricia Sims,F,110136269,1997-04-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000
Mrs. Linda Williams,F,767567825,1995-12-19,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500
Kendra Allen,F,887097498,1998-11-23,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500
Mike Graham,M,212568972,1996-02-28,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500
