name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Colleen Robinson,F,352646099,2005-08-09,Junior,School of Social Work,0,0
Alexis Sanchez,F,985606024,2003-02-14,Freshman,School of Management and Labor Relations,0,0
Brian Rush,M,751587970,2003-10-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Anthony Harris,M,916537912,2003-01-20,Junior,School of Social Work,0,0
Hannah Dawson,F,121299180,2000-06-23,Junior,School of Management and Labor Relations,0,1
Amanda Valdez,F,727910793,2000-09-17,Freshman,School of Communication and Information,1,1
Erica Barajas,F,598718473,2004-10-03,Freshman,School of Social Work,0,0
Renee Mayer,F,282083663,2005-04-26,Freshman,School of Arts and Sciences,0,0
Ian Young,M,669064892,2000-06-14,Freshman,School of Management and Labor Relations,0,0
Bradley Rose,M,165108317,2005-07-11,Junior,School of Engineering,0,0
Kathleen Richards,F,600085226,2003-01-18,Sophomore,School of Arts and Sciences,0,1
Dr. Jessica Malone,F,106324733,2002-12-17,Sophomore,School of Arts and Sciences,0,0
Matthew Davis,M,976979721,2005-07-12,Sophomore,School of Arts and Sciences,0,0
Valerie Lambert,F,128305002,2004-08-14,Sophomore,School of Arts and Sciences,0,0
Melissa Howard,F,672938637,2001-02-26,Freshman,School of Arts and Sciences,0,0
Rebekah Morris,F,392350562,2003-03-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Mark White,M,206109214,2004-03-22,Freshman,School of Social Work,0,0
Cheryl Gray,F,133010931,2002-07-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Carl Barajas,M,424222299,2000-04-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
John Molina,M,126503691,2005-05-22,Sophomore,School of Environmental and Biological Sciences,0,0
Brittany Fuller,F,616683125,2001-07-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Melody Gonzalez,F,239888487,2004-05-05,Freshman,School of Arts and Sciences,0,0
David Thompson,M,898604956,2000-08-06,Sophomore,School of Arts and Sciences,0,0
Isabel Gonzalez,F,568363663,2005-03-04,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Ronald Perez,M,978597488,2005-09-14,Freshman,School of Environmental and Biological Sciences,0,0
Kristin Gay,F,669480171,2005-08-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Richard Foster,M,879033570,2001-11-27,Senior,School of Environmental and Biological Sciences,0,0
John Bond,M,953726643,2002-12-07,Sophomore,School of Arts and Sciences,0,1
Marcia Cole,F,910651737,2001-10-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Audrey Colon,F,731346441,2002-12-22,Senior,Mason Gross School of the Arts,0,0
Kyle Owens,M,968312949,2002-12-22,Freshman,School of Communication and Information,0,0
Teresa Henderson,F,278704656,2002-12-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Nathan Park,M,939907745,2004-09-27,Sophomore,School of Arts and Sciences,0,0
Erin Perez,F,908089749,2004-09-18,Freshman,School of Engineering,0,0
Kenneth Matthews,M,504130225,2000-11-14,Freshman,School of Environmental and Biological Sciences,0,0
Ryan Morales,M,435532209,1999-12-04,Freshman,School of Arts and Sciences,0,1
Amber Moore,F,163767585,2000-09-15,Senior,School of Arts and Sciences,0,0
Jennifer Whitney,F,516237449,1999-10-30,Freshman,Mason Gross School of the Arts,0,0
Jennifer Miller,F,489064193,2002-08-23,Freshman,School of Management and Labor Relations,0,0
Maria Sims,F,917546394,2002-06-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Danielle Horn,F,290518718,2001-03-18,Junior,School of Communication and Information,0,0
Diane Garcia,F,877308757,2000-11-14,Sophomore,School of Arts and Sciences,0,0
Patrick Dickson,M,524720300,2005-01-06,Sophomore,School of Arts and Sciences,0,0
Kenneth Baker,M,325628082,2005-07-26,Freshman,School of Management and Labor Relations,0,1
Charles Parker,M,835308027,1999-10-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Jorge Smith,M,147284618,2004-12-09,Junior,School of Arts and Sciences,0,1
Lindsay Bell,F,688191436,2000-06-09,Freshman,School of Arts and Sciences,0,0
Katherine Padilla,F,230355108,2000-07-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Michael White,M,533551089,2001-10-28,Freshman,School of Arts and Sciences,0,0
Gail Hill,F,855980676,2002-01-01,Senior,Mason Gross School of the Arts,0,0
Mary Johnson,F,129957619,2003-09-05,Senior,School of Management and Labor Relations,0,0
Juan Williams,M,437958824,2004-12-04,Sophomore,School of Arts and Sciences,0,1
Joseph Lee,M,289583960,2001-11-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Mrs. Tricia Bennett,F,148938654,2004-02-04,Sophomore,School of Communication and Information,0,1
David Nelson,M,253931210,2002-07-07,Junior,Mason Gross School of the Arts,0,0
Timothy Collier,M,510670075,2005-02-18,Freshman,School of Management and Labor Relations,0,0
Jordan Hinton,M,251215134,2003-09-01,Freshman,School of Arts and Sciences,0,0
Scott Perez,M,574741777,2003-04-26,Freshman,School of Arts and Sciences,0,0
Arthur Myers,M,774225262,2001-09-06,Junior,School of Management and Labor Relations,0,0
Jessica Crosby,F,862903934,2003-07-06,Freshman,School of Communication and Information,0,1
Veronica Hill,F,786505884,2005-03-15,Senior,School of Arts and Sciences,0,1
Eric Williams,M,532859956,2005-09-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Sonia Stewart,F,237467070,2005-02-09,Freshman,School of Arts and Sciences,0,0
Rachel Norton,F,173300955,2003-02-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Victor Rose,M,382773034,2003-01-04,Senior,School of Arts and Sciences,0,0
Gary Matthews,M,856613043,2002-01-22,Freshman,Mason Gross School of the Arts,0,1
Wanda Fleming,F,351668859,2003-10-06,Sophomore,School of Engineering,0,0
Michael Franco,M,487567351,2005-04-21,Junior,School of Arts and Sciences,0,0
Brittany Carr,F,321861100,2004-06-10,Senior,School of Management and Labor Relations,0,0
Courtney Harper,F,612971551,2000-02-02,Freshman,Mason Gross School of the Arts,0,0
Douglas Travis,M,591098466,2002-09-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Rodney Hardin,M,813128391,2002-03-08,Freshman,School of Engineering,0,0
David Maddox,M,345166860,2001-10-28,Junior,School of Communication and Information,0,0
Dana Perez,F,462685104,2001-11-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Laura Martin,F,878403875,2001-10-08,Junior,School of Arts and Sciences,0,1
Jonathan Martin,M,973173658,2001-03-23,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Kendra Chavez,F,904354170,2002-08-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Adam Green,M,448114880,2000-04-15,Freshman,School of Management and Labor Relations,0,0
David Shannon,M,370451375,2000-09-20,Senior,School of Arts and Sciences,0,0
Alexandra Bell DDS,F,824836032,2000-06-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Shelia Alexander,F,187052977,2004-10-31,Junior,Rutgers Business School–Newark and New Brunswick,0,1
David Wilson,M,215386751,2002-06-08,Sophomore,School of Communication and Information,0,0
Traci Holloway,F,365680004,2005-08-11,Sophomore,School of Engineering,0,0
Allen King,M,615683846,1999-12-03,Sophomore,School of Environmental and Biological Sciences,0,1
Michael Acosta,M,650479748,2000-01-19,Junior,School of Engineering,0,1
Ricardo Bryant,M,756716893,2005-09-01,Freshman,School of Engineering,0,1
Jason Fuller,M,184820251,2002-02-08,Junior,School of Arts and Sciences,0,0
Noah Roman,M,645643692,2001-12-12,Senior,Mason Gross School of the Arts,0,1
Jamie Krause,F,600859781,2001-02-03,Freshman,School of Arts and Sciences,0,0
Michael Lucas,M,413334234,2004-10-29,Freshman,School of Communication and Information,0,0
Gina Rojas,F,385534714,2000-07-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Shannon Fletcher,F,106492208,2001-04-05,Freshman,School of Environmental and Biological Sciences,0,0
Daniel Holt,M,602038280,2003-05-19,Freshman,School of Arts and Sciences,0,0
Brian Roberts,M,403954973,2005-07-31,Sophomore,Mason Gross School of the Arts,0,1
Sara Mcdaniel,F,428787315,2005-08-07,Freshman,School of Communication and Information,0,1
William Sims,M,687422741,2005-03-20,Sophomore,School of Communication and Information,0,0
Rhonda Blevins,F,935658452,2003-06-21,Freshman,Mason Gross School of the Arts,0,0
Julie Brady,F,575407387,2001-08-18,Sophomore,School of Communication and Information,0,0
Bonnie Harris,F,350745258,2001-09-08,Sophomore,School of Communication and Information,0,0
Brianna Davis,F,554592037,2003-04-01,Sophomore,Mason Gross School of the Arts,0,0
Kathryn Barton,F,476105890,2003-06-04,Sophomore,School of Environmental and Biological Sciences,0,0
Ashley Mcneil,F,188017606,2000-06-20,Senior,School of Environmental and Biological Sciences,0,0
Eric Hernandez,M,735613358,2001-12-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Kari Abbott,F,342684550,1999-11-17,Sophomore,School of Arts and Sciences,0,1
Mr. James Livingston,M,943955493,2001-04-10,Junior,School of Environmental and Biological Sciences,0,0
Linda Gill,F,537563031,2000-03-01,Sophomore,School of Social Work,0,0
Tracy Horne,F,378959554,2003-01-07,Sophomore,School of Arts and Sciences,0,0
Erin Johnson,F,546307122,2000-08-17,Sophomore,School of Arts and Sciences,0,0
George Clark,M,349930135,2001-08-24,Freshman,School of Social Work,0,0
Christopher Harrell,M,416097842,2002-03-09,Freshman,School of Arts and Sciences,0,0
Kevin Hudson,M,287240987,2002-12-13,Junior,School of Communication and Information,0,0
Brooke Logan,F,938216875,2002-12-29,Junior,Mason Gross School of the Arts,0,0
Craig Adams,M,754226909,2001-07-25,Senior,School of Engineering,0,0
Nancy Duncan,F,730739605,2005-02-22,Sophomore,School of Environmental and Biological Sciences,0,0
Derrick Herrera,M,406555239,2002-03-29,Freshman,School of Social Work,0,1
Robin Ross,F,960747781,2003-11-21,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Peter Chavez,M,606076463,2004-09-15,Sophomore,School of Management and Labor Relations,0,0
Jennifer Morris,F,889701714,2003-02-27,Freshman,Mason Gross School of the Arts,0,0
Sabrina Harrell MD,F,966591483,2005-08-04,Freshman,School of Arts and Sciences,0,0
Matthew Snow,M,970150739,2004-11-29,Sophomore,Mason Gross School of the Arts,0,0
Megan Williams,F,609756148,2001-09-05,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Benjamin Summers,M,984665640,2000-02-01,Sophomore,Mason Gross School of the Arts,0,0
Jason Parker,M,832092587,2002-05-01,Senior,School of Arts and Sciences,0,0
Laura Yang,F,501373188,2001-07-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
John Peters,M,176617484,2003-05-21,Senior,School of Communication and Information,0,0
Lucas Jackson,M,545637034,2001-07-18,Freshman,School of Arts and Sciences,0,0
Regina Johnson,F,712390255,2002-03-07,Freshman,School of Arts and Sciences,0,0
Jennifer Brown,F,149193242,2001-05-17,Sophomore,Mason Gross School of the Arts,0,0
Natalie Bender,F,874404605,2002-11-30,Senior,School of Management and Labor Relations,0,0
Teresa Miller,F,958852778,2000-12-11,Sophomore,School of Engineering,0,0
Robert Romero,M,956945899,2002-09-15,Freshman,School of Management and Labor Relations,0,0
John Gallegos,M,513841933,2003-06-02,Junior,School of Communication and Information,0,1
Allen Powell,M,632554224,2003-04-30,Senior,School of Communication and Information,0,0
David Lopez,M,191674031,2003-07-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Melanie Klein,F,996313165,2003-07-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Sean Marshall,M,178102547,2002-07-21,Sophomore,School of Arts and Sciences,0,0
Kristen Johnson,F,460880979,2003-07-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Chad Gibson,M,717386903,2001-04-10,Junior,School of Arts and Sciences,0,1
Kimberly Greer,F,417976595,2003-10-14,Junior,School of Arts and Sciences,0,0
Jaime Rodriguez,F,105830903,2001-12-20,Senior,School of Arts and Sciences,0,1
Allison Myers,F,380422869,1999-10-16,Junior,Mason Gross School of the Arts,0,0
Alexander Morris,M,185323067,2003-12-30,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Michael Aguilar,M,172218938,2005-09-16,Freshman,School of Arts and Sciences,0,0
Vicki Thomas,F,746453362,2002-06-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Frank Lawson,M,650403900,2004-02-09,Freshman,School of Communication and Information,0,0
Samantha Ruiz,F,734610454,1999-12-06,Freshman,Mason Gross School of the Arts,0,1
Janet Duncan,F,138316713,2001-03-24,Junior,School of Arts and Sciences,0,1
Joseph Morgan,M,490110492,2002-03-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Bernard Chapman,M,843683752,2005-03-17,Sophomore,School of Communication and Information,0,0
Loretta Webb,F,651002304,2001-03-18,Senior,School of Arts and Sciences,0,0
Linda Parker,F,737828427,2000-12-22,Senior,School of Arts and Sciences,0,0
Sherry Woods,F,274128260,2001-09-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Natasha Smith,F,502117317,2005-05-14,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Larry Gonzales,M,996350985,2004-06-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kim Jacobs,F,634520262,2003-03-14,Senior,School of Arts and Sciences,0,0
Jonathan Smith,M,796450398,2001-07-25,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Kathryn Hardy,F,798158767,2002-01-01,Senior,School of Engineering,0,0
Michael Higgins,M,761857420,2003-10-14,Freshman,School of Arts and Sciences,0,0
Krystal Allen,F,318166330,2002-03-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Colin Jackson,M,130102182,2003-10-06,Freshman,School of Social Work,0,0
Diana Weiss,F,842847102,2005-05-27,Freshman,Mason Gross School of the Arts,0,1
Nicole Miller,F,461867863,2000-07-22,Sophomore,School of Arts and Sciences,0,1
Heather Preston,F,639160956,2003-10-15,Sophomore,School of Arts and Sciences,0,0
Jennifer Marsh,F,266755332,2005-07-20,Sophomore,School of Arts and Sciences,0,0
Kelly Lewis,F,718540605,2002-02-12,Freshman,School of Arts and Sciences,0,0
Janet Robles,F,506615466,2004-10-15,Sophomore,School of Management and Labor Relations,0,0
Amanda Wong,F,634411786,2004-03-25,Junior,School of Arts and Sciences,0,0
Ellen Cooper,F,842682990,2001-11-26,Sophomore,School of Management and Labor Relations,0,0
Gloria Romero,F,505978242,2002-10-13,Sophomore,Mason Gross School of the Arts,1,0
Peter Wilson,M,330046448,2002-06-05,Freshman,School of Social Work,0,0
Roy Reyes,M,756081952,2005-03-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Christopher Robinson,M,169576286,2005-01-20,Freshman,School of Arts and Sciences,0,0
Jeremy White,M,438156502,2001-07-09,Sophomore,Mason Gross School of the Arts,0,1
Edward Owens,M,763258646,2001-05-17,Freshman,School of Arts and Sciences,0,0
Tina Day,F,459326088,2001-08-27,Sophomore,School of Engineering,0,0
Elizabeth Garrett,F,544206933,2002-04-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Destiny Lloyd,F,133403359,2004-06-25,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jennifer Boyle,F,361352825,2003-06-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Michael Hawkins,M,235316433,2001-03-06,Sophomore,School of Management and Labor Relations,0,1
John Wilson,M,546778826,2004-01-29,Senior,Rutgers Business School–Newark and New Brunswick,0,0
John Carter,M,513968591,2003-04-04,Sophomore,School of Engineering,0,0
Jonathan Baker,M,200878545,2004-07-26,Sophomore,School of Social Work,0,0
Aaron Tucker,M,362292426,2003-08-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Brenda Taylor,F,269637677,2000-02-04,Sophomore,School of Arts and Sciences,0,0
Carol King,F,856287329,2003-12-12,Freshman,Mason Gross School of the Arts,0,0
Bradley Reed,M,649344141,2002-04-13,Sophomore,School of Arts and Sciences,0,0
Sara Stevens,F,710761835,2000-11-16,Junior,Mason Gross School of the Arts,0,0
Lisa Acosta,F,969141806,2003-11-23,Junior,School of Engineering,0,0
Brandon Price,M,518407188,2001-05-09,Sophomore,School of Arts and Sciences,0,1
Patrick Johnson,M,641754356,2001-05-07,Junior,Mason Gross School of the Arts,0,1
Anita Edwards,F,801874750,2002-08-14,Junior,School of Communication and Information,0,0
Peggy Young,F,757644666,2003-02-19,Freshman,School of Arts and Sciences,0,0
Mark Potter,M,612976683,2000-12-06,Freshman,School of Engineering,0,1
Cesar Jones,M,611752069,2001-12-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Cameron Clark,M,643809554,2001-12-25,Freshman,School of Arts and Sciences,0,0
Caitlyn Jones,F,306558792,2000-11-27,Freshman,School of Arts and Sciences,0,1
Todd Perkins,M,871630802,2000-10-08,Junior,Mason Gross School of the Arts,1,0
Christopher Hernandez,M,768422260,2000-08-09,Junior,School of Engineering,0,0
Tony Mccarthy,M,274409258,2000-12-23,Sophomore,School of Management and Labor Relations,0,0
Timothy Hernandez,M,358598751,2000-10-09,Sophomore,Mason Gross School of the Arts,0,0
Lindsey Mullen,F,700728541,2004-07-08,Junior,Mason Gross School of the Arts,0,1
Heather Moreno,F,286382155,2005-09-10,Sophomore,School of Arts and Sciences,0,1
Patrick Guzman,M,623432853,2004-12-16,Junior,School of Arts and Sciences,0,0
Suzanne Washington,F,969541184,2002-11-30,Junior,School of Management and Labor Relations,0,0
Michael Buchanan,M,921645756,2005-07-24,Freshman,School of Social Work,0,0
Melinda Erickson,F,927341663,2000-04-24,Freshman,School of Social Work,0,1
Jennifer Bell,F,373348904,2002-10-14,Sophomore,School of Arts and Sciences,1,0
Laura Holder,F,207108867,2001-01-22,Sophomore,School of Communication and Information,0,0
Elizabeth Mccarty,F,141713445,2004-07-14,Junior,School of Environmental and Biological Sciences,0,0
Robert Bush,M,691102239,2004-02-18,Junior,School of Communication and Information,0,1
Jennifer Barber,F,137772319,2002-05-10,Sophomore,School of Arts and Sciences,0,1
Keith Roy,M,502838322,2005-06-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Barbara Fletcher,F,366998582,2001-12-17,Freshman,School of Arts and Sciences,0,0
Dawn Kelly,F,428259724,1999-11-17,Junior,School of Engineering,0,1
Stephen Haynes,M,980881619,2002-07-30,Freshman,School of Communication and Information,0,0
Eric Flores,M,947293648,2001-09-14,Sophomore,School of Arts and Sciences,0,0
Mary Barrett,F,473448031,2005-05-25,Freshman,School of Environmental and Biological Sciences,0,0
Becky Winters,F,800648901,2001-09-06,Sophomore,School of Arts and Sciences,0,0
Kylie Romero,F,583216222,2001-12-07,Senior,School of Arts and Sciences,0,0
Abigail Williamson,F,518513225,2002-10-20,Sophomore,Mason Gross School of the Arts,0,0
Ryan Martin,M,104495047,2002-05-16,Senior,School of Management and Labor Relations,0,0
Alyssa Galvan,F,375665002,2003-03-27,Junior,School of Arts and Sciences,0,0
Joshua Garcia,M,429942164,2003-05-04,Freshman,School of Communication and Information,0,1
Deborah Nelson,F,485268008,2000-02-14,Sophomore,School of Arts and Sciences,0,0
Bryan Randall,M,967398430,2005-04-25,Sophomore,School of Arts and Sciences,1,0
Frank Gonzalez,M,979119871,2000-05-25,Freshman,School of Arts and Sciences,0,0
Elizabeth Graham,F,195624675,2004-04-04,Junior,Mason Gross School of the Arts,0,0
Robert Porter,M,507783429,2003-06-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Steven Anderson,M,111491770,2000-05-09,Freshman,School of Arts and Sciences,0,0
Rachel Peterson,F,867570425,2004-10-10,Freshman,School of Environmental and Biological Sciences,0,0
Lindsay Burgess,F,140853224,1999-12-29,Sophomore,School of Communication and Information,0,0
Michelle Anderson,F,648099411,2003-04-12,Junior,School of Engineering,0,1
Veronica Craig,F,241287061,2000-11-17,Junior,School of Arts and Sciences,0,0
Robert Young,M,961514395,2005-02-14,Freshman,School of Communication and Information,1,0
Sarah Wilcox,F,756625911,2000-07-18,Junior,School of Communication and Information,0,1
Brandy Boone,F,416063707,2004-12-02,Senior,School of Management and Labor Relations,0,0
James Velasquez,M,679617778,2000-05-29,Junior,School of Arts and Sciences,1,1
Justin Gross,M,408883399,2002-04-07,Sophomore,School of Arts and Sciences,0,0
Patricia Chase,F,859893092,2000-01-07,Senior,School of Communication and Information,0,0
Trevor Williams,M,355429583,2003-01-30,Sophomore,Mason Gross School of the Arts,0,1
Suzanne Deleon,F,539818158,2001-08-10,Sophomore,School of Arts and Sciences,0,0
Keith Thompson,M,418278879,2000-02-17,Sophomore,School of Arts and Sciences,0,1
Jesse Murphy,M,505015086,2003-10-16,Junior,School of Arts and Sciences,0,0
Patricia Rodriguez,F,613056804,2001-10-25,Sophomore,School of Arts and Sciences,0,0
Samantha Barajas,F,325854630,2003-12-12,Freshman,School of Arts and Sciences,0,1
Ryan Roth,M,107502451,2004-08-23,Sophomore,School of Engineering,0,0
David Norman,M,372886881,1999-12-17,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Matthew Flores DDS,M,154867839,2003-05-07,Sophomore,School of Arts and Sciences,0,0
Barbara Mcdonald,F,837572800,2002-12-11,Junior,School of Communication and Information,0,1
Nicholas Burns,M,559971948,2000-03-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Justin Wells,M,367673840,2002-09-18,Freshman,School of Social Work,0,1
Christopher Flores,M,422130972,2003-06-02,Sophomore,School of Arts and Sciences,0,0
Stephanie Jackson,F,467042592,2003-06-21,Senior,School of Social Work,0,0
Julia Simon,F,105362359,2004-05-02,Freshman,School of Social Work,0,0
Steven Gonzales,M,302863002,2004-10-15,Senior,School of Communication and Information,0,0
Jessica Lee,F,557931062,2004-08-07,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Nicholas Lopez,M,723084099,2004-04-15,Junior,School of Communication and Information,0,1
Jason Lindsey,M,848407014,2001-09-17,Sophomore,Mason Gross School of the Arts,0,0
Daniel Salazar,M,653660592,2004-12-26,Senior,School of Management and Labor Relations,0,1
Angela Hunter,F,700075800,2004-12-19,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
John Jones,M,303468785,2005-07-18,Junior,Mason Gross School of the Arts,0,1
Mr. Richard Fleming Jr.,M,288207534,2001-08-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Paul Fisher,M,598826837,2003-05-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Daniel Andrews,M,246971125,2004-10-30,Junior,School of Arts and Sciences,0,1
Gregory Shaw,M,389591810,2000-05-20,Freshman,School of Engineering,0,1
Daniel Mcclain,M,781464736,2003-09-07,Sophomore,School of Arts and Sciences,0,1
Ms. Brianna Knight,F,234897438,2003-07-28,Junior,School of Arts and Sciences,0,1
Hayden Perez,M,681331757,2000-08-02,Senior,School of Arts and Sciences,0,0
Jeffrey Moran,M,950580152,2003-09-16,Freshman,Mason Gross School of the Arts,0,0
Lisa Morales,F,437449207,2001-05-01,Junior,School of Communication and Information,0,0
Douglas Cole,M,552619013,2004-12-08,Sophomore,School of Environmental and Biological Sciences,0,1
Michael Hernandez,M,262114096,2000-03-04,Senior,School of Arts and Sciences,0,0
Tamara Scott,F,423664652,2002-11-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Julie Macdonald,F,390013157,2001-02-03,Freshman,Mason Gross School of the Arts,0,0
Matthew Shah,M,436767627,2004-04-10,Freshman,School of Environmental and Biological Sciences,0,1
Derrick Ellison,M,498978266,2000-09-23,Sophomore,Mason Gross School of the Arts,0,0
Audrey Tanner,F,955521907,2001-12-29,Freshman,Mason Gross School of the Arts,0,1
Laura Garrison,F,577404364,2005-04-08,Sophomore,School of Arts and Sciences,0,0
Lauren Deleon,F,329620859,2002-05-06,Sophomore,School of Arts and Sciences,0,1
Jessica Simpson,F,424536817,2001-11-01,Junior,School of Environmental and Biological Sciences,0,1
Brian Edwards,M,767605358,2004-01-26,Freshman,School of Engineering,0,0
Teresa Holder,F,190595585,2001-05-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Robert Graves,M,517196100,2003-05-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
David Boyer,M,280567212,2003-04-06,Sophomore,School of Environmental and Biological Sciences,0,0
Heidi Rivera,F,912396320,2000-10-07,Freshman,School of Management and Labor Relations,0,1
Brian Smith,M,825515014,2005-06-01,Junior,School of Communication and Information,0,0
Krista Baker,F,660207362,2001-08-15,Freshman,School of Arts and Sciences,0,0
Candice Moran,F,338411109,2001-08-29,Freshman,School of Engineering,0,0
Michele Morrow,F,150714899,2000-05-07,Freshman,School of Arts and Sciences,0,0
Carlos Ward,M,126286152,2000-09-25,Freshman,School of Arts and Sciences,0,0
Dwayne Calhoun,M,278211049,2002-05-12,Junior,Mason Gross School of the Arts,0,0
Marvin Owens,M,111034074,2002-03-23,Junior,School of Communication and Information,0,0
Tiffany Caldwell,F,311785573,2005-09-05,Sophomore,Mason Gross School of the Arts,0,0
Jennifer Berry,F,642882734,1999-10-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Tracey Romero,F,126437664,2002-04-15,Freshman,School of Social Work,0,0
Teresa Stephens,F,873717737,2004-06-09,Freshman,School of Engineering,0,0
Taylor Foster,F,425786946,2003-11-26,Sophomore,School of Arts and Sciences,0,0
Kimberly Conrad,F,672892456,2005-02-24,Junior,School of Arts and Sciences,0,0
Sandra Miller,F,408509260,2004-06-20,Junior,School of Arts and Sciences,0,0
Catherine Parker,F,635604147,2004-05-15,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Brandon Vaughan,M,538555546,2003-03-02,Senior,School of Arts and Sciences,0,1
Richard Walsh,M,125769863,2002-05-29,Junior,School of Arts and Sciences,0,0
Eddie Luna,M,382044094,2002-04-21,Sophomore,School of Arts and Sciences,0,1
Laurie Cole MD,F,689405473,2001-03-25,Freshman,School of Engineering,0,0
Kayla Stevens,F,128169815,2000-07-06,Junior,Mason Gross School of the Arts,0,0
Eric White,M,649599554,2000-11-18,Freshman,School of Arts and Sciences,0,0
Diana Doyle,F,784307619,2004-09-06,Freshman,School of Arts and Sciences,0,0
Melissa Ware,F,794132387,1999-10-22,Freshman,School of Arts and Sciences,0,1
Daniel Fletcher,M,109564363,2002-01-20,Sophomore,School of Arts and Sciences,0,0
Robert Ramirez,M,244503391,2001-11-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Carol Dickson MD,F,228671425,2002-12-03,Junior,School of Arts and Sciences,0,1
Katherine Woods,F,245088607,2000-07-22,Junior,School of Arts and Sciences,0,0
Douglas Frank,M,744252862,2005-07-23,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Ariana Robertson,F,854634303,2001-06-29,Sophomore,School of Arts and Sciences,0,0
Dr. Monica Morales,F,480855933,2003-11-22,Freshman,School of Environmental and Biological Sciences,0,0
Ryan Shields,M,317594570,2003-07-28,Freshman,School of Arts and Sciences,1,0
Scott Ellis,M,915339349,2004-03-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Debra Gonzalez,F,785021824,2003-10-04,Freshman,School of Engineering,0,1
Jennifer Mcintosh,F,573862407,2001-09-02,Freshman,School of Communication and Information,0,0
Kelly Mcbride,F,557600799,2001-01-03,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Christopher Clayton,M,530751991,2001-03-19,Freshman,School of Management and Labor Relations,0,1
Chad Dougherty,M,554690223,2005-06-12,Junior,School of Arts and Sciences,0,0
Carlos Perkins,M,985344929,2005-09-28,Freshman,School of Arts and Sciences,0,0
Justin Barrera,M,829596265,2001-10-14,Sophomore,School of Arts and Sciences,0,0
