name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Christopher Green,M,352140881,2005-05-15,Junior,School of Engineering,0,0,['BS' 'RA' 'BH'],Suite,1,1,0,4000-6000,6000,[]
Kathryn Day,F,785011908,2003-02-13,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'MH'],Apartment,1,1,1,8000-11000,11000,[]
Grant Warren,M,588794513,1999-10-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'MS' 'NCA'],Traditional Residence Hall,1,0,1,8000-11000,11000,[]
Christopher Smith,M,520567108,2002-11-23,Sophomore,School of Communication and Information,0,0,['WS' 'MS' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Lori Adkins,F,237344663,2003-08-06,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'SA'],Suite,1,1,1,6000-8000,7000,[]
Ryan Smith,M,465758481,2002-01-02,Sophomore,School of Arts and Sciences,0,0,['JS' 'SA' 'RA'],Suite,1,1,0,4000-6000,6000,[]
James Johnson,M,695081091,2000-11-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'JS'],Suite,1,1,1,8000-11000,11000,[]
Rebecca Anderson,F,799645114,2003-03-29,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'MS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Phillip Bridges,M,223693870,2002-04-22,Freshman,School of Arts and Sciences,0,0,['CS' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Teresa Jones,F,949736000,2000-09-12,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'RA'],Apartment,1,1,1,6000-8000,7000,[]
Selena Guzman,F,949490762,2003-04-10,Sophomore,Mason Gross School of the Arts,0,1,['MH' 'MS' 'BS'],Suite,1,1,1,8000-11000,10000,[]
Jessica Jones,F,430471128,2001-04-16,Sophomore,School of Arts and Sciences,0,1,['JS' 'MH' 'BS'],Apartment,1,1,1,4000-6000,5000,[]
Alexandra Jackson,F,585414999,2005-05-18,Sophomore,School of Arts and Sciences,0,1,['MZH' 'NCA' 'AH'],Traditional Residence Hall,1,1,0,6000-8000,7000,[]
Russell Briggs,M,799900372,2002-08-25,Sophomore,School of Arts and Sciences,0,0,['RA' 'CS' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Lisa Berry,F,355435763,2001-09-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'CS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Lindsay Brewer,F,866470954,2002-07-20,Freshman,School of Arts and Sciences,1,0,['TS' 'NCA' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Nicholas Walls,M,710395288,2005-01-29,Sophomore,School of Arts and Sciences,0,1,['JS' 'MS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
Mark Perry,M,547407323,2003-06-07,Sophomore,School of Arts and Sciences,0,0,['MZH' 'BS' 'NCA'],Apartment,1,0,1,8000-11000,11000,[]
Brittany Rojas,F,667563633,2005-02-24,Sophomore,School of Engineering,0,1,['WS' 'RA' 'MRS'],Suite,1,1,1,4000-6000,5000,[]
Jennifer Steele,F,123023277,2003-08-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
James Baker,M,989998483,2002-06-20,Sophomore,School of Arts and Sciences,0,1,['WS' 'RA' 'MH'],Suite,1,1,1,4000-6000,5000,[]
Melissa Williams,F,637927894,2000-11-29,Freshman,Mason Gross School of the Arts,0,1,['CS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,10000,[]
Kathy Chavez,F,516653402,2003-03-27,Freshman,School of Arts and Sciences,0,0,['MZH' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Darrell Schultz,M,440756682,2002-02-15,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'WS'],Suite,1,1,1,8000-11000,11000,[]
Natasha Banks,F,699960996,2003-02-02,Senior,School of Engineering,0,0,['TS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Kelly Henderson,F,718662127,2004-08-13,Freshman,School of Social Work,0,0,['SA' 'MZH' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Adam Kelly,M,792109716,2004-02-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Wendy Ramirez,F,182261851,2003-10-30,Freshman,School of Communication and Information,0,0,['MH' 'NCA' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Sarah Ramirez,F,176597034,2004-08-12,Sophomore,School of Social Work,0,1,['BS' 'MS' 'MRS'],Apartment,1,1,1,6000-8000,7000,[]
Lee Noble,M,760785985,2004-10-07,Freshman,Mason Gross School of the Arts,1,0,['TS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Robin Riley,F,804670567,2001-01-25,Junior,Mason Gross School of the Arts,0,0,['BH' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Christina Roman,F,289329000,2000-10-22,Junior,School of Management and Labor Relations,0,1,['CS' 'SA' 'NCA'],Suite,1,0,1,4000-6000,5000,[]
Paul Davis,M,192213863,2002-11-09,Senior,School of Arts and Sciences,0,0,['MZH' 'BS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Stefanie Townsend,F,501109846,2000-07-03,Freshman,School of Arts and Sciences,0,0,['WS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Eric Reynolds,M,133704488,2004-08-10,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Margaret Gross,F,943052014,2002-11-17,Freshman,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Suite,1,0,1,4000-6000,6000,[]
Aaron Walter,M,788849249,2004-04-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000,[]
Lee Carroll,M,276097204,2001-01-28,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Janet Freeman,F,561541777,2004-09-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MRS' 'CS'],Apartment,1,1,1,4000-6000,5000,[]
Melanie Hawkins,F,504265631,2005-08-22,Freshman,School of Arts and Sciences,0,0,['BH' 'SA' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Kenneth Stuart,M,865913800,2004-08-28,Senior,School of Arts and Sciences,0,1,['BS' 'JS' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Glenn Pierce,M,582387728,2001-06-13,Freshman,Mason Gross School of the Arts,0,1,['JS' 'MS' 'BS'],Suite,1,1,1,4000-6000,5000,[]
Deborah Moon,F,780723631,2002-01-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Teresa Randall,F,850109154,2005-01-08,Junior,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Stephen George,M,623302447,2005-07-21,Sophomore,School of Arts and Sciences,0,0,['JS' 'MZH' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
Ashley Johnson,F,366931762,2003-01-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,7000,[]
Melinda Chambers,F,860526802,1999-11-17,Senior,School of Arts and Sciences,0,0,['CS' 'BS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Roger Rubio,M,718452546,2005-04-06,Senior,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Kevin Flynn,M,317260295,2000-09-22,Senior,Mason Gross School of the Arts,0,0,['BS' 'MRS' 'MH'],Traditional Residence Hall,1,1,0,4000-6000,6000,[]
Dr. Michelle Sims,F,951221787,2004-09-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BH' 'RA' 'MRS'],Suite,1,1,1,8000-11000,10000,[]
Shane Morrison,M,523075120,2004-09-17,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000,[]
Rick Miller,M,978340467,2002-01-25,Junior,School of Communication and Information,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Veronica Watson,F,851084520,2005-01-21,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
James Gomez,M,905407510,1999-12-25,Junior,Mason Gross School of the Arts,0,0,['BH' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Valerie Cain,F,172811734,2002-10-13,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,10000,[]
Ashley Mcdowell,F,204856632,1999-12-28,Freshman,School of Communication and Information,0,0,['MZH' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Emily Scott,F,490102171,2005-04-15,Sophomore,School of Arts and Sciences,0,0,['MRS' 'BH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Andrea Kelly,F,153637165,2002-01-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Patrick Nunez,M,903842525,2003-09-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Jeffrey Roy,M,124894944,2000-03-29,Sophomore,School of Arts and Sciences,0,0,['RA' 'JS' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Melinda Welch,F,202117513,2005-04-02,Sophomore,School of Management and Labor Relations,0,1,['BS' 'MS' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Timothy Riggs,M,249588058,2003-06-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BH' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Jeffery Watts,M,539112722,2005-06-13,Junior,School of Arts and Sciences,0,1,['RA' 'MH' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Luis Garcia,M,783881408,2002-02-16,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
April Harper,F,293605353,2005-01-27,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'CS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Eric Goodman,M,688623744,2002-08-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Thomas Austin,M,892439274,2004-08-27,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Jared Chen,M,676121537,2000-03-05,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Karen Frey,F,683888237,2004-01-30,Junior,School of Management and Labor Relations,0,0,['MS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
Chelsea Snyder,F,590827264,2003-05-09,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'MH' 'MRS'],Suite,1,1,1,4000-6000,5000,[]
Katie Kennedy,F,323203947,2004-06-24,Senior,School of Communication and Information,0,0,['BS' 'BH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Jeffrey Simmons,M,716119593,2004-07-08,Junior,School of Management and Labor Relations,0,0,['SA' 'BS' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Daniel Kelly,M,551288664,2002-09-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
Carolyn Salinas,F,994804528,2004-10-02,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Jason Peterson,M,692277584,2004-11-02,Freshman,School of Arts and Sciences,0,0,['JS' 'SA' 'MH'],Suite,1,1,1,4000-6000,6000,[]
Stuart Tanner,M,387475098,2002-10-27,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Michelle Roberts,F,221501904,2002-04-14,Junior,School of Arts and Sciences,0,0,['RA' 'MH' 'SA'],Suite,1,0,1,8000-11000,11000,[]
Kayla King,F,342390577,2003-11-07,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'SA'],Apartment,1,1,1,6000-8000,8000,[]
Jennifer Cruz,F,332422335,2003-06-09,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Vicki Hall,F,335226195,2005-02-13,Senior,School of Communication and Information,0,0,['RA' 'AH' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Joe Smith,M,482555241,2005-01-15,Freshman,School of Arts and Sciences,0,0,['SA' 'BH' 'RA'],Apartment,1,1,1,6000-8000,8000,[]
Emily Phillips,F,133106209,2004-10-13,Sophomore,School of Communication and Information,0,0,['WS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Tamara Smith,F,490915806,2003-08-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'JS'],Apartment,1,1,1,6000-8000,8000,[]
Keith Obrien,M,578217757,2002-06-03,Junior,School of Arts and Sciences,1,0,['BS' 'SA' 'JS'],Suite,1,0,1,6000-8000,8000,[]
Thomas Valenzuela,M,159154927,2002-08-05,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'SA' 'BH'],Suite,1,0,1,8000-11000,10000,[]
Daniel Mendoza,M,365628538,2002-09-26,Junior,School of Arts and Sciences,0,0,['CS' 'TS' 'WS'],Apartment,1,1,1,8000-11000,11000,[]
Timothy Gillespie,M,317501499,2001-10-19,Sophomore,School of Engineering,0,1,['BS' 'NCA' 'MS'],Suite,1,1,1,4000-6000,5000,[]
James Hull,M,252940444,2005-09-08,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Randall Cannon,M,649670680,2003-01-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'SA' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Miss Leslie Berg DDS,F,580594237,2003-11-05,Senior,School of Engineering,0,0,['NCA' 'CS' 'MRS'],Suite,1,1,1,4000-6000,6000,[]
Ryan Jackson,M,280279415,2002-10-12,Sophomore,School of Communication and Information,0,0,['WS' 'AH' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Audrey Bell,F,441641485,2005-08-23,Freshman,School of Communication and Information,0,0,['JS' 'MS' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Frank Yates,M,542463862,2003-01-22,Freshman,School of Communication and Information,0,1,['NCA' 'JS' 'MH'],Suite,1,1,1,8000-11000,10000,[]
Rachael Odom,F,933245655,2001-10-11,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Stephanie Padilla,F,250411434,2001-06-20,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'MH'],Suite,1,0,1,8000-11000,11000,[]
Dale Crawford,M,338346038,2005-06-02,Freshman,School of Arts and Sciences,0,1,['MZH' 'MS' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Christine Andersen,F,148903574,2001-11-22,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'NCA'],Suite,1,1,1,6000-8000,7000,[]
Erica Shaw,F,672789520,2002-03-12,Senior,School of Arts and Sciences,0,0,['MRS' 'AH' 'BS'],Apartment,1,0,1,4000-6000,6000,[]
Erin Morgan,F,917391225,2000-04-16,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'AH'],Apartment,1,1,1,8000-11000,11000,[]
Julie Riggs,F,818126632,2004-05-07,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
Lisa James,F,777120466,2002-12-05,Sophomore,School of Arts and Sciences,0,1,['BS' 'JS' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Anthony Miller,M,845193113,2003-03-13,Sophomore,School of Engineering,0,0,['SA' 'MZH' 'RA'],Suite,1,1,1,6000-8000,8000,[]
Steven Chang,M,260121869,2003-10-06,Freshman,School of Communication and Information,0,0,['MRS' 'MH' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Stephen Jones,M,226584641,2005-07-13,Freshman,School of Arts and Sciences,0,0,['WS' 'MS' 'BS'],Suite,1,1,1,4000-6000,6000,[]
John Martinez,M,263551371,2005-02-13,Senior,School of Arts and Sciences,0,1,['SA' 'BS' 'JS'],Apartment,1,1,1,8000-11000,10000,[]
Bryan Schneider,M,874049453,2003-12-20,Junior,School of Arts and Sciences,0,0,['NCA' 'AH' 'JS'],Apartment,1,1,0,4000-6000,6000,[]
Jennifer Mason,F,898930177,2000-12-22,Freshman,School of Arts and Sciences,0,1,['RA' 'MS' 'SA'],Apartment,1,1,1,6000-8000,7000,[]
William Mitchell,M,429876899,2000-09-23,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,0,1,8000-11000,11000,[]
Thomas Taylor,M,160917224,2001-06-19,Sophomore,School of Engineering,0,0,['JS' 'WS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Robert Valdez,M,412556376,2004-02-04,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Scott Morrison,M,712455166,2002-06-17,Sophomore,School of Communication and Information,0,1,['NCA' 'CS' 'BH'],Apartment,1,1,1,4000-6000,5000,[]
Jeffery Zamora,M,949341710,1999-12-05,Sophomore,School of Communication and Information,0,0,['SA' 'BH' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
Lauren Martinez,F,138400804,2004-06-22,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'BH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Nicholas Davis,M,368618894,2003-06-19,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'MRS'],Apartment,1,1,1,4000-6000,5000,[]
Roy Patel,M,654248558,2004-11-22,Sophomore,School of Arts and Sciences,0,1,['JS' 'MZH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Brittany Wright,F,208721581,2000-12-03,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Aaron Smith,M,991685621,2005-06-29,Junior,School of Communication and Information,0,1,['BS' 'JS' 'CS'],Apartment,1,1,1,4000-6000,5000,[]
Roy Levine,M,722525976,2004-04-21,Junior,School of Management and Labor Relations,0,1,['SA' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,7000,[]
James Lawrence,M,325274437,2004-07-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Vicki Young,F,707778792,2001-10-15,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'MZH' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Bailey Wright,F,236577464,2000-01-03,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BH' 'CS'],Suite,1,1,1,8000-11000,11000,[]
Gabriel Young,M,916931690,2004-04-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MH'],Apartment,1,1,1,6000-8000,8000,[]
David Moore,M,815821155,2003-01-22,Freshman,School of Communication and Information,0,0,['MZH' 'BS' 'CS'],Apartment,1,1,1,8000-11000,11000,[]
Kelli Salazar,F,624758342,2000-06-24,Sophomore,School of Engineering,0,0,['RA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Kenneth Davis,M,855456631,2003-09-14,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Justin Spencer,M,508197753,2004-06-17,Freshman,School of Communication and Information,0,0,['NCA' 'RA' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Shannon Snyder,F,662831501,2002-05-28,Freshman,School of Arts and Sciences,0,1,['AH' 'BS' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Dale Barnett,M,591801881,2003-04-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'BH'],Apartment,1,1,1,8000-11000,11000,[]
Joshua Thompson,M,753293674,2005-08-11,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Mary Cox,F,446066735,2001-11-13,Sophomore,School of Engineering,0,0,['NCA' 'WS' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Heidi Mathews,F,259702034,2004-03-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'MZH'],Suite,1,1,1,4000-6000,5000,[]
Marcia Pratt,F,609715294,2001-09-01,Junior,School of Arts and Sciences,0,0,['MRS' 'CS' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Angela Thompson,F,192546560,2001-09-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'TS' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
James Bell,M,412428165,2001-04-26,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'RA' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Christopher Hernandez,M,895058381,2004-01-03,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'WS' 'MH'],Apartment,1,1,1,4000-6000,5000,[]
James Clark,M,745206589,2004-01-03,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Raymond Robinson,M,450297454,2001-01-07,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'NCA' 'MRS'],Suite,1,1,1,6000-8000,8000,[]
Jill Russell,F,489976288,2005-03-01,Junior,School of Arts and Sciences,0,1,['BS' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,5000,[]
Barbara Jenkins,F,854336890,2002-09-09,Freshman,School of Social Work,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,6000-8000,8000,[]
Michael Rowe,M,968851642,2001-12-13,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000,[]
Renee Vazquez MD,F,917708362,2002-06-04,Sophomore,School of Engineering,0,0,['MZH' 'WS' 'BS'],Apartment,1,1,1,8000-11000,11000,[]
Paul Nguyen,M,985251498,2002-07-04,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,6000,[]
Bradley Rocha,M,599595218,2004-03-30,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'MS'],Apartment,1,1,1,6000-8000,8000,[]
Christina Edwards,F,874419817,2000-01-04,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'SA'],Apartment,1,1,1,6000-8000,8000,[]
Ashley Rodriguez,F,955236071,2003-05-27,Senior,School of Engineering,0,0,['BS' 'AH' 'MZH'],Apartment,1,0,1,4000-6000,6000,[]
Tamara Aguilar,F,383139353,2000-04-28,Junior,School of Communication and Information,0,0,['WS' 'MRS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Crystal Moses,F,176511578,2003-05-28,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Suite,1,1,1,6000-8000,7000,[]
Miranda Welch,F,799418587,2004-10-12,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Jasmine Allen,F,202859854,2004-12-23,Freshman,School of Engineering,0,0,['SA' 'BS' 'NCA'],Suite,1,0,1,8000-11000,11000,[]
Amy Delacruz,F,908416638,2003-04-09,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Brian Mendoza,M,807986778,2000-03-24,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Michael Campbell,M,137626230,2004-01-20,Sophomore,School of Arts and Sciences,1,0,['NCA' 'MS' 'BH'],Suite,1,1,1,8000-11000,11000,[]
Zachary Smith,M,789343238,2000-04-20,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'MRS'],Apartment,1,1,1,8000-11000,10000,[]
Victor Lopez,M,764747376,2003-05-12,Freshman,School of Engineering,0,1,['BS' 'SA' 'WS'],Suite,1,0,1,4000-6000,5000,[]
Gregory Johnson,M,202190782,2001-03-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Ryan Schwartz,M,651591470,2002-03-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'MRS'],Apartment,1,1,1,8000-11000,11000,[]
Jennifer Lopez,F,705922325,2000-03-25,Junior,School of Communication and Information,0,0,['JS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Laura Cooper,F,415193520,2000-06-08,Sophomore,School of Arts and Sciences,0,1,['BH' 'BS' 'MS'],Suite,1,1,1,4000-6000,5000,[]
Lisa Duncan,F,528962858,2005-05-28,Senior,School of Engineering,0,1,['SA' 'TS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Amanda Walker,F,153840654,1999-12-10,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'MH'],Suite,1,1,1,4000-6000,6000,[]
Matthew Robertson,M,308139133,2001-11-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'JS' 'BS'],Apartment,1,1,1,8000-11000,11000,[]
Cesar Strickland,M,274363708,2000-02-27,Senior,School of Arts and Sciences,1,1,['RA' 'MRS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Thomas Harris,M,358203768,2004-05-03,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Robert Liu,M,760764334,2002-11-26,Senior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'CS'],Apartment,1,1,0,8000-11000,11000,[]
Cindy Guerra,F,836291693,2000-03-06,Junior,School of Arts and Sciences,0,1,['MH' 'JS' 'TS'],Traditional Residence Hall,1,0,1,4000-6000,5000,[]
James Stone,M,172492619,2005-03-13,Senior,School of Arts and Sciences,0,0,['BS' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Jeffrey Riddle,M,219256060,2003-11-25,Freshman,School of Arts and Sciences,0,0,['MZH' 'TS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Patricia Phillips,F,302399455,2004-12-12,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'NCA' 'JS'],Traditional Residence Hall,1,1,0,4000-6000,5000,[]
Elizabeth Ford,F,427866578,2000-05-15,Sophomore,School of Arts and Sciences,0,1,['MS' 'BS' 'WS'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
