,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
4376,Peter Richardson,M,947278110,2000-05-03,Sophomore,School of Social Work,0,0,['TS' 'NCA' 'SA'],Suite,1,0,1,8000-11000,11000
4377,Alyssa Harris,F,236114418,2001-02-16,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
4378,Joshua Robertson,M,852458595,2001-12-10,Freshman,School of Management and Labor Relations,1,1,['SA' 'MH' 'BS'],Suite,1,1,1,6000-8000,7000
4379,Vanessa Larsen,F,597671840,1999-11-19,Freshman,School of Management and Labor Relations,0,0,['MRS' 'MS' 'BS'],Suite,1,0,1,4000-6000,6000
4380,Dustin Benitez,M,305482584,2003-10-20,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
4381,James Turner,M,889875416,2001-01-13,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'WS'],Suite,1,1,1,4000-6000,6000
4382,Cynthia Austin,F,130026364,2001-06-15,Freshman,School of Communication and Information,0,0,['RA' 'MZH' 'BH'],Suite,1,0,1,8000-11000,11000
4383,Darlene Arnold,F,982825507,2004-12-27,Junior,School of Management and Labor Relations,0,1,['SA' 'TS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,10000
4384,Timothy Ballard,M,783542401,2003-03-26,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
4385,Linda Stanley,F,856678437,2004-01-29,Sophomore,School of Engineering,0,1,['TS' 'BS' 'SA'],Apartment,1,1,0,6000-8000,7000
4386,Nathan Farrell,M,512738126,2001-04-08,Freshman,School of Social Work,0,0,['BS' 'MRS' 'TS'],Suite,1,1,1,4000-6000,6000
4387,Kristine Tucker,F,448430546,2004-07-24,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'RA'],Suite,1,1,1,6000-8000,8000
4388,Shannon Johnson,F,681635480,2000-06-02,Freshman,School of Management and Labor Relations,0,0,['TS' 'BS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
4389,Joshua English,M,668086658,2004-07-01,Senior,School of Engineering,0,1,['SA' 'AH' 'WS'],Apartment,1,1,1,4000-6000,5000
4390,Samantha Owens,F,627974218,2000-12-10,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'TS' 'RA'],Apartment,1,1,1,4000-6000,6000
4391,Meagan Schwartz,F,733003055,2001-10-07,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'RA' 'MS'],Apartment,1,1,1,4000-6000,5000
4392,Earl Schroeder,M,739897846,2000-07-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'AH'],Suite,1,1,1,4000-6000,5000
4393,Mr. Michael Walker,M,170202168,2004-12-27,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,5000
4394,Latoya Jones,F,969522188,2003-05-13,Sophomore,School of Social Work,0,1,['RA' 'JS' 'BS'],Suite,1,1,1,6000-8000,7000
4395,Lisa Todd,F,567965179,2004-03-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'RA'],Suite,1,1,0,4000-6000,6000
4396,Spencer Powell,M,174693746,2000-04-24,Freshman,School of Environmental and Biological Sciences,0,1,['MH' 'RA' 'BS'],Suite,1,0,1,4000-6000,5000
4397,Wayne Fernandez,M,816665839,2000-05-27,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'CS'],Apartment,1,1,1,6000-8000,8000
4398,Stephen Gamble,M,185301822,2002-09-12,Freshman,School of Management and Labor Relations,0,1,['SA' 'WS' 'BS'],Suite,1,1,1,6000-8000,7000
4399,Valerie Gonzalez,F,564618729,2003-08-28,Junior,Mason Gross School of the Arts,0,1,['SA' 'WS' 'TS'],Suite,1,1,1,6000-8000,7000
4400,Matthew Barr,M,444795438,2005-08-19,Senior,School of Arts and Sciences,0,1,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,5000
4401,Martin Taylor,M,341005175,2000-05-13,Freshman,School of Arts and Sciences,0,1,['JS' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,5000
4402,William Johnson,M,677011916,2004-02-09,Junior,School of Communication and Information,0,1,['RA' 'CS' 'SA'],Suite,1,1,1,4000-6000,5000
4403,Andrew Mendoza,M,820786407,2001-01-15,Sophomore,School of Arts and Sciences,0,1,['RA' 'TS' 'CS'],Apartment,1,0,1,4000-6000,5000
4404,Edwin Cantrell,M,744105358,2005-08-17,Sophomore,School of Social Work,0,0,['NCA' 'AH' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000
4405,Alyssa Harris,F,434532841,2000-09-16,Senior,School of Communication and Information,0,0,['NCA' 'TS' 'SA'],Suite,1,1,1,8000-11000,11000
4406,Mark Ibarra,M,172597483,2000-04-10,Freshman,School of Arts and Sciences,0,0,['CS' 'SA' 'AH'],Apartment,1,1,1,8000-11000,11000
4407,Raymond Dunn,M,801303853,2000-11-16,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'WS'],Suite,1,1,1,4000-6000,6000
4408,Sheri Wright,F,618854363,2000-01-18,Junior,School of Arts and Sciences,0,0,['MRS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,6000
4409,Madeline Schwartz,F,911916106,2005-04-13,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MH' 'SA'],Suite,1,1,1,8000-11000,11000
4410,Ryan Roberts,M,349332518,2002-09-20,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
4411,Jennifer Roberts,F,508554683,2001-03-01,Freshman,School of Arts and Sciences,0,1,['MH' 'MZH' 'BS'],Apartment,1,0,1,4000-6000,5000
4412,Michael Burke,M,742135794,2003-05-03,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'CS'],Suite,1,0,1,6000-8000,8000
4413,Nicholas Andrews,M,775547163,2001-12-28,Sophomore,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,11000
4414,Carlos Swanson,M,292134249,2003-01-22,Sophomore,Mason Gross School of the Arts,0,1,['MZH' 'SA' 'BS'],Suite,1,1,1,8000-11000,10000
4415,Jennifer Whitney,F,469453692,2000-05-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MRS' 'CS'],Suite,1,1,1,4000-6000,6000
4416,Audrey Thompson,F,851297476,2000-07-23,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,6000
4417,Mark Meyer,M,440403242,2003-07-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000
4418,Michael Medina,M,303493198,2000-11-06,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'MS'],Apartment,1,1,1,8000-11000,11000
4419,Rebecca Smith,F,409622581,2002-11-05,Junior,School of Arts and Sciences,0,0,['BS' 'AH' 'MS'],Suite,1,1,1,4000-6000,6000
4420,David Esparza,M,448158223,2000-10-03,Freshman,School of Communication and Information,1,0,['MH' 'SA' 'MZH'],Suite,1,0,1,8000-11000,11000
4421,Morgan Goodwin,F,872712158,2002-01-09,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000
4422,Michelle Scott,F,333649115,2000-04-25,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,11000
4423,Alexander Garcia,M,212551158,2001-03-17,Freshman,School of Arts and Sciences,0,0,['BH' 'NCA' 'TS'],Suite,1,1,1,4000-6000,6000
4424,Jacob Johnson,M,193655030,1999-10-23,Freshman,School of Arts and Sciences,0,0,['NCA' 'WS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000
4425,Anthony Reid,M,809591653,2002-06-27,Sophomore,School of Arts and Sciences,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,8000-11000,10000
4426,Crystal Pena DVM,F,839663936,2003-05-07,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'BS' 'NCA'],Suite,1,0,1,4000-6000,6000
4427,Alexandra Howard,F,209721022,2004-05-03,Junior,School of Environmental and Biological Sciences,0,1,['NCA' 'JS' 'MS'],Apartment,1,0,1,4000-6000,5000
4428,Joseph Sullivan,M,811771348,2003-12-21,Sophomore,School of Engineering,0,0,['JS' 'MRS' 'AH'],Suite,1,1,1,4000-6000,6000
4429,Zachary Stanley,M,666865097,2002-11-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'BS' 'SA'],Suite,1,1,0,4000-6000,5000
4430,Alec Nunez,M,691916672,2004-08-16,Sophomore,Mason Gross School of the Arts,1,0,['RA' 'JS' 'BS'],Suite,1,1,0,8000-11000,11000
4431,Ellen Huffman,F,817004192,1999-10-11,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Suite,1,1,1,4000-6000,6000
4432,Kenneth Smith DDS,M,742956289,2003-03-04,Freshman,School of Communication and Information,0,1,['JS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,7000
4433,Jenny Taylor,F,220146272,2000-07-01,Junior,School of Environmental and Biological Sciences,0,1,['MS' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,10000
4434,Victor Barnett,M,787348539,2000-04-25,Freshman,School of Management and Labor Relations,0,0,['MS' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000
4435,Jodi Garrett,F,218146968,2003-08-04,Junior,Mason Gross School of the Arts,0,1,['RA' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000
4436,Michael Turner,M,485181628,2000-01-16,Sophomore,School of Arts and Sciences,0,0,['MH' 'JS' 'MRS'],Apartment,1,1,1,4000-6000,6000
4437,Patrick Baldwin,M,364925376,2002-07-31,Junior,School of Arts and Sciences,1,0,['SA' 'TS' 'NCA'],Apartment,1,1,1,4000-6000,6000
4438,Kelly Gibson,F,138998296,2005-03-11,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Apartment,1,0,1,4000-6000,6000
4439,Jessica Allison,F,147277658,2005-05-17,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,11000
4440,James Sutton,M,797389505,2000-01-20,Freshman,School of Management and Labor Relations,0,0,['BH' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000
4441,Christine Gutierrez,F,665851773,2003-06-14,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'RA' 'SA'],Suite,1,1,1,4000-6000,5000
4442,Anthony Greene,M,947379830,2004-09-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'WS' 'JS'],Apartment,1,1,1,4000-6000,5000
4443,Alexandra Tucker,F,219305037,2005-08-14,Sophomore,Mason Gross School of the Arts,0,1,['MZH' 'AH' 'NCA'],Suite,1,1,1,4000-6000,5000
4444,Christine Douglas,F,620046074,2005-04-21,Sophomore,School of Management and Labor Relations,0,0,['MRS' 'MZH' 'NCA'],Suite,1,0,1,8000-11000,11000
4445,William Horton,M,743815806,2005-02-26,Freshman,School of Engineering,0,0,['TS' 'AH' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4446,Andrea Payne,F,874574187,2002-04-21,Junior,School of Social Work,0,0,['TS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
4447,John Jensen,M,237749774,2003-02-04,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'TS'],Apartment,1,1,1,4000-6000,6000
4448,Joshua Palmer,M,548759445,2004-08-18,Senior,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000
4449,Madison Wilson,F,563427571,2004-03-17,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'TS'],Suite,1,1,1,4000-6000,6000
4450,Diana Edwards,F,387758137,1999-11-01,Junior,School of Arts and Sciences,0,0,['MH' 'CS' 'BH'],Apartment,1,1,1,8000-11000,11000
4451,Anthony Beltran,M,702237029,2002-02-15,Sophomore,School of Social Work,0,0,['SA' 'NCA' 'JS'],Apartment,1,1,1,6000-8000,8000
4452,Samuel Adams,M,143552218,2005-08-11,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'CS'],Suite,1,1,1,4000-6000,6000
4453,Jake Cochran,M,564907348,2002-08-18,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
4454,Elizabeth Rogers,F,591140427,2005-07-03,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'BH'],Suite,1,1,1,4000-6000,6000
4455,Nicholas Peters,M,886139035,1999-10-10,Freshman,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Suite,1,1,1,4000-6000,6000
4456,Mary Stone,F,597541771,2004-08-27,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'WS'],Suite,1,1,1,8000-11000,11000
4457,Tracy Caldwell,F,888432290,2005-01-12,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'SA'],Suite,1,1,1,6000-8000,7000
4458,Dr. Heather Greene,F,930151613,2005-05-11,Junior,School of Engineering,0,0,['BS' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000
4459,Traci Mckay,F,184494201,2000-12-30,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'AH'],Apartment,1,1,1,4000-6000,6000
4460,Amanda Robertson,F,640145137,2000-05-02,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'AH'],Suite,1,1,1,4000-6000,6000
4461,Darrell Perkins,M,753558266,2001-01-01,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000
4462,Jessica Vaughn,F,820418556,2002-02-17,Sophomore,School of Arts and Sciences,0,0,['SA' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000
4463,Karen White,F,900235798,2000-02-17,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'WS' 'RA'],Suite,1,1,1,8000-11000,11000
4464,Michael Huerta,M,730440581,2005-04-11,Freshman,School of Arts and Sciences,0,0,['JS' 'NCA' 'AH'],Suite,1,1,1,4000-6000,6000
4465,Kathleen Knight,F,847339103,2004-10-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
4466,Carol Bruce,F,957461186,2005-01-08,Freshman,School of Communication and Information,0,0,['SA' 'MS' 'TS'],Apartment,1,1,1,8000-11000,11000
4467,Steven Smith,M,184006113,2001-08-24,Sophomore,School of Arts and Sciences,1,0,['NCA' 'TS' 'SA'],Suite,1,1,1,8000-11000,11000
4468,Corey Whitaker,M,287721754,1999-12-03,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
4469,Omar Smith,M,702007266,2001-12-02,Senior,School of Environmental and Biological Sciences,0,0,['SA' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000
4470,Kristine Black,F,900594924,2005-04-05,Senior,School of Arts and Sciences,0,0,['BS' 'JS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,8000
4471,Samantha King,F,607788061,2005-05-13,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Apartment,1,1,1,6000-8000,7000
4472,Ian Reeves,M,472355654,2004-11-04,Sophomore,School of Arts and Sciences,0,0,['RA' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000
4473,Jennifer Davis,F,625174870,2002-02-16,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000
4474,Jennifer Rodriguez,F,920342931,2001-09-01,Junior,School of Engineering,0,0,['MRS' 'TS' 'BS'],Apartment,1,1,1,6000-8000,8000
4475,Marissa Richardson,F,549501321,2005-08-29,Sophomore,School of Arts and Sciences,0,0,['MZH' 'CS' 'NCA'],Apartment,1,0,1,4000-6000,6000
4476,Tony Walker,M,898198098,2005-06-22,Freshman,School of Engineering,0,0,['MZH' 'MS' 'RA'],Suite,1,1,0,8000-11000,11000
4477,Katie Adams,F,943080576,2001-12-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,4000-6000,6000
4478,Jordan Hicks,M,208759026,2000-09-02,Senior,School of Environmental and Biological Sciences,0,0,['SA' 'MS' 'RA'],Suite,1,1,1,6000-8000,8000
4479,Mary Lamb,F,295762884,2000-07-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'MH'],Apartment,1,1,1,4000-6000,6000
4480,Hannah Shaw,F,757309213,1999-11-03,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'MH'],Suite,1,1,1,8000-11000,11000
4481,Jason Trujillo,M,305209713,2003-01-29,Senior,School of Arts and Sciences,0,0,['BS' 'CS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000
4482,Andrew Smith,M,892528773,2002-08-07,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,11000
4483,Jessica Stone,F,830596563,2001-10-23,Junior,School of Arts and Sciences,0,1,['NCA' 'MZH' 'BS'],Suite,1,1,1,8000-11000,10000
4484,Cole Rowe,M,556614635,2005-08-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'WS'],Apartment,1,1,1,6000-8000,8000
4485,Stephanie Warren,F,904053192,2002-11-02,Senior,School of Arts and Sciences,1,0,['MS' 'MH' 'JS'],Suite,1,1,1,6000-8000,8000
4486,Stephen Haynes,M,754605308,2000-01-09,Freshman,School of Engineering,0,0,['MS' 'MRS' 'AH'],Apartment,1,0,1,4000-6000,6000
4487,Scott Sherman,M,483370988,2005-08-15,Junior,School of Arts and Sciences,0,0,['MS' 'BH' 'BS'],Apartment,1,1,1,4000-6000,6000
4488,Vincent Young,M,646142019,2003-07-07,Junior,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000
4489,Keith Newton,M,391487809,2002-09-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'RA'],Suite,1,0,1,4000-6000,6000
4490,Holly Charles,F,162165041,2000-09-04,Junior,School of Engineering,0,1,['MS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,5000
4491,Nathaniel Krueger,M,566217402,2000-10-24,Freshman,School of Arts and Sciences,0,1,['JS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000
4492,Craig Key,M,850374376,2001-11-17,Junior,School of Arts and Sciences,0,0,['RA' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000
4493,Amanda Mitchell,F,925839811,2000-10-27,Junior,School of Environmental and Biological Sciences,0,1,['RA' 'AH' 'MS'],Suite,1,1,1,6000-8000,7000
4494,Stephen Watts,M,540893727,2003-01-05,Freshman,School of Communication and Information,0,0,['MS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000
4495,Taylor Riley,F,377851932,2004-05-16,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Apartment,1,0,1,8000-11000,11000
4496,Heather Woods,F,506641794,2002-10-31,Freshman,School of Arts and Sciences,0,1,['NCA' 'MS' 'CS'],Apartment,1,1,1,4000-6000,5000
4497,Richard Johnson,M,587049149,2000-09-11,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'BH' 'AH'],Suite,1,1,1,4000-6000,5000
4498,Anna Houston,F,611238586,2005-07-01,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'AH'],Apartment,1,1,1,6000-8000,8000
4499,Amy Perkins,F,346766372,2000-01-01,Freshman,School of Social Work,0,1,['BS' 'JS' 'RA'],Suite,1,1,1,6000-8000,7000
4500,Judith Meadows,F,109298242,2002-05-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000
4501,Jody Booth,F,523521358,2001-07-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'MZH'],Suite,1,1,1,8000-11000,11000
4502,Devin Jones,M,405234807,1999-10-14,Freshman,School of Communication and Information,0,0,['JS' 'SA' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,8000
4503,Jeremy Chang,M,882501494,2002-01-30,Sophomore,School of Communication and Information,0,0,['CS' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
4504,Alyssa Collins,F,626002621,2000-02-27,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000
4505,Gregory Pollard,M,261342042,2004-06-30,Sophomore,School of Engineering,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000
4506,Rebecca Sanders,F,952922050,1999-12-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'WS' 'TS'],Suite,1,0,1,4000-6000,6000
4507,Lindsay Rivera,F,599497052,2003-07-26,Junior,School of Engineering,0,1,['AH' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000
4508,Nicholas Gordon,M,237845271,2002-06-28,Freshman,School of Arts and Sciences,0,0,['WS' 'RA' 'CS'],Apartment,1,1,1,6000-8000,8000
4509,Donna Robinson,F,723766310,2004-04-07,Sophomore,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,6000-8000,8000
4510,Carol Wilson,F,277790614,2001-06-16,Senior,School of Environmental and Biological Sciences,0,1,['RA' 'BH' 'MS'],Apartment,1,1,1,4000-6000,5000
4511,Tyler Floyd,M,663738485,2002-10-13,Junior,Mason Gross School of the Arts,0,0,['BS' 'WS' 'CS'],Traditional Residence Hall,1,0,1,4000-6000,6000
4512,Christine Aguilar,F,229069839,2004-03-29,Freshman,School of Arts and Sciences,0,1,['CS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,10000
4513,Ms. Tammy Wright,F,110090423,1999-11-06,Sophomore,School of Arts and Sciences,0,0,['BS' 'AH' 'SA'],Apartment,1,1,1,8000-11000,11000
4514,Andrea Martin,F,605906938,2005-08-16,Freshman,School of Engineering,0,0,['BS' 'CS' 'WS'],Suite,1,1,1,4000-6000,6000
4515,Brenda Gonzalez,F,674313446,2001-02-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['JS' 'BH' 'TS'],Apartment,1,1,1,6000-8000,7000
4516,Thomas Ellis,M,997159847,2003-08-10,Freshman,School of Arts and Sciences,0,1,['MS' 'AH' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000
4517,Blake Hill,M,727256875,2005-03-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'RA' 'AH'],Apartment,1,0,1,4000-6000,6000
4518,Shelby Edwards,F,338958556,2001-08-03,Freshman,School of Engineering,0,0,['BH' 'WS' 'BS'],Apartment,1,1,1,4000-6000,6000
4519,Nathan Villarreal,M,543805026,2004-01-17,Sophomore,School of Social Work,0,1,['RA' 'AH' 'MZH'],Apartment,1,1,1,6000-8000,7000
4520,Tammy Bennett,F,850245701,1999-12-19,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
4521,Carrie Phillips,F,101069282,2002-09-21,Freshman,School of Management and Labor Relations,0,1,['SA' 'RA' 'JS'],Suite,1,1,1,8000-11000,10000
4522,Bobby Garcia,M,250536205,2001-10-22,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'SA' 'CS'],Suite,1,1,1,4000-6000,5000
4523,David Stanley,M,949836834,2005-08-20,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000
4524,Lauren Burton,F,252334435,2000-10-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'AH'],Suite,1,0,1,4000-6000,6000
4525,Thomas Blackburn,M,541672069,2002-07-15,Freshman,Mason Gross School of the Arts,0,0,['RA' 'MZH' 'WS'],Apartment,1,1,1,4000-6000,6000
4526,Steven Torres,M,675271077,2000-11-29,Junior,School of Arts and Sciences,0,0,['NCA' 'MH' 'SA'],Apartment,1,1,0,4000-6000,6000
4527,Bruce Hogan,M,160856794,2002-03-17,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'MRS' 'RA'],Suite,1,0,1,4000-6000,6000
4528,Morgan Lynn,F,833835039,2000-06-18,Freshman,School of Communication and Information,0,0,['CS' 'MS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
4529,Kelly Noble,M,358289087,2001-04-29,Junior,Mason Gross School of the Arts,0,0,['MH' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000
4530,David Cole,M,800919227,2000-09-06,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'AH'],Apartment,1,1,1,8000-11000,11000
4531,Laura Castillo,F,101041398,2004-08-18,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000
4532,Vincent Owen,M,816248192,2005-05-30,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4533,Robert Burns,M,348411647,2002-10-03,Freshman,Mason Gross School of the Arts,0,1,['AH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,7000
4534,Robert Cook,M,258446425,2004-07-24,Freshman,School of Arts and Sciences,0,0,['SA' 'BH' 'AH'],Apartment,1,1,1,4000-6000,6000
4535,Michael Patel,M,885615354,2004-06-10,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000
4536,Valerie Thompson,F,995372161,2004-12-24,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MH' 'NCA' 'RA'],Suite,1,1,1,6000-8000,7000
4537,Beth Holt,F,168149080,2002-09-15,Freshman,School of Arts and Sciences,0,0,['CS' 'MH' 'SA'],Apartment,1,1,1,8000-11000,11000
4538,Kimberly Eaton,F,957126669,2005-04-08,Sophomore,School of Engineering,0,1,['MS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
4539,Christopher Jones,M,698224544,2000-04-12,Freshman,School of Arts and Sciences,0,0,['JS' 'TS' 'MS'],Apartment,1,1,1,8000-11000,11000
4540,Allen Bates,M,646400296,2003-06-25,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000
4541,Michael Alvarez,M,519985439,2005-08-24,Sophomore,School of Engineering,0,0,['MZH' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
4542,Robert Rodriguez,M,127312465,2002-10-18,Freshman,School of Arts and Sciences,1,0,['TS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000
4543,Antonio Vaughan,M,609733799,2000-09-26,Freshman,School of Arts and Sciences,0,0,['MRS' 'BS' 'MS'],Suite,1,1,1,8000-11000,11000
4544,Victoria Williamson,F,102556178,2000-09-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,11000
4545,Jeffrey Washington,M,613102088,2000-01-17,Sophomore,School of Communication and Information,0,0,['NCA' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000
