name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Nicole Sims,F,534054822,2005-02-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,7000
Jacob Mayo,M,428846817,1999-11-02,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Rebecca Bass,F,653853417,2004-02-19,Freshman,School of Communication and Information,0,1,['SA' 'AH' 'MH'],Suite,1,0,1,8000-11000,12000
Brian Hutchinson,M,735007491,2000-10-27,Sophomore,School of Communication and Information,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,4000-6000,7000
Rebekah Adams,F,195283004,2001-03-19,Junior,School of Communication and Information,0,0,['BH' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
Jennifer Martin,F,356752160,2003-07-03,Freshman,School of Arts and Sciences,0,0,['MRS' 'JS' 'WS'],Apartment,1,1,1,4000-6000,7000
Francisco Sanders,M,349884019,2002-02-11,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Keith Smith,M,187689989,2003-04-30,Junior,School of Arts and Sciences,0,0,['BS' 'WS' 'MRS'],Apartment,1,1,1,6000-8000,9000
Jessica Wood,F,703472970,2005-07-10,Senior,School of Social Work,0,0,['SA' 'MRS' 'CS'],Suite,1,1,0,8000-11000,12000
David Mason,M,485583169,2001-08-01,Junior,School of Communication and Information,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000
Amber Jenkins,F,806062213,2004-09-10,Freshman,Mason Gross School of the Arts,0,1,['BS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,7000
Steven Nguyen,M,932418353,2002-05-02,Senior,School of Environmental and Biological Sciences,0,1,['RA' 'MZH' 'SA'],Suite,1,1,1,6000-8000,9000
Aaron Perez,M,626922084,2004-06-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'MZH'],Suite,1,0,1,6000-8000,9000
Timothy Palmer,M,224842791,2001-02-04,Senior,School of Arts and Sciences,0,0,['MS' 'JS' 'RA'],Apartment,1,1,1,8000-11000,12000
Brian Lane,M,884097143,1999-12-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Kim Clark,F,567328691,2004-09-05,Junior,School of Arts and Sciences,0,0,['SA' 'NCA' 'BH'],Apartment,1,1,1,8000-11000,12000
James Bailey PhD,M,125124619,2001-08-26,Sophomore,School of Arts and Sciences,0,1,['MS' 'SA' 'CS'],Apartment,1,1,1,8000-11000,12000
Stacey Sanchez,F,475247041,2000-07-14,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'CS'],Apartment,1,1,1,4000-6000,7000
Justin Bass,M,970712927,1999-12-20,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'SA' 'AH'],Apartment,1,1,1,4000-6000,7000
Christian Reynolds,M,817173146,2004-03-01,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,4000-6000,7000
Jane Bennett,F,656653442,2005-03-23,Junior,Mason Gross School of the Arts,0,0,['BS' 'MZH' 'MH'],Suite,1,1,1,4000-6000,7000
Chelsea Ross,F,572677200,2004-07-16,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MH' 'MS'],Apartment,1,1,0,6000-8000,9000
Jeremy Williamson,M,889866906,2000-10-13,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'TS' 'BH'],Suite,1,1,1,8000-11000,12000
Lisa Roth,F,182602795,2003-04-07,Junior,School of Arts and Sciences,0,0,['BH' 'SA' 'AH'],Apartment,1,1,1,8000-11000,12000
Sheri Cruz,F,891183331,2002-07-28,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Lauren Huang,F,318413604,2002-07-10,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'AH'],Apartment,1,1,0,4000-6000,7000
Pamela Watson,F,669612138,2004-02-02,Freshman,School of Engineering,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000
Daniel Castillo,M,489540062,2003-02-04,Senior,School of Engineering,0,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000
David Watson,M,821294108,2005-07-21,Senior,School of Engineering,0,0,['RA' 'AH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Sierra Lucero,F,520087514,2004-10-03,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'CS'],Apartment,1,1,1,8000-11000,12000
Ronald Williams,M,141569325,2003-05-14,Sophomore,School of Communication and Information,0,1,['MRS' 'MS' 'SA'],Suite,1,1,1,8000-11000,12000
Peggy Baker,F,508379395,2002-03-13,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'JS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Paul Campbell,M,388775979,2001-01-14,Sophomore,School of Arts and Sciences,0,1,['MZH' 'BS' 'NCA'],Apartment,1,0,1,8000-11000,12000
Scott Figueroa,M,470042489,2002-08-06,Sophomore,School of Environmental and Biological Sciences,0,1,['SA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
Shawn White,M,606720135,2004-02-03,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'BH'],Apartment,1,1,1,8000-11000,12000
Kayla Cox,F,886037661,2004-10-12,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'WS'],Suite,1,1,1,6000-8000,9000
Nancy Williams,F,628656397,2000-07-12,Sophomore,School of Communication and Information,0,1,['MRS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000
Alexis Bird,M,527316908,2004-09-09,Sophomore,School of Social Work,0,1,['MH' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000
Amy Webb,F,829974117,2004-03-16,Freshman,School of Arts and Sciences,1,0,['JS' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,7000
John Graves,M,350094260,2003-03-18,Senior,School of Arts and Sciences,0,0,['RA' 'NCA' 'WS'],Apartment,1,1,1,4000-6000,7000
Todd Burns,M,387325977,2000-09-14,Sophomore,School of Communication and Information,0,0,['JS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Mark Brown,M,152524625,2001-02-19,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'JS' 'SA'],Suite,1,1,1,4000-6000,7000
Cindy Rivera,F,513833517,2005-04-27,Freshman,School of Arts and Sciences,0,1,['NCA' 'JS' 'MZH'],Suite,1,1,1,8000-11000,12000
Malik Aguilar,M,344585593,2004-08-19,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'BH'],Apartment,1,1,1,4000-6000,7000
Nicholas Morales,M,407484821,2003-08-10,Junior,School of Management and Labor Relations,0,0,['SA' 'MZH' 'BS'],Apartment,1,1,1,6000-8000,9000
Katelyn Gregory,F,717913032,2002-07-19,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BH' 'RA'],Suite,1,1,1,8000-11000,12000
Rodney Crawford,M,651823360,2002-10-07,Sophomore,School of Communication and Information,0,1,['MRS' 'NCA' 'BS'],Suite,1,0,1,4000-6000,7000
Stephanie Wilson,F,291828336,2000-03-20,Senior,Mason Gross School of the Arts,0,0,['WS' 'JS' 'MS'],Suite,1,1,1,8000-11000,12000
Marie Lloyd,F,755878043,2001-03-14,Sophomore,School of Arts and Sciences,0,1,['SA' 'BS' 'MH'],Apartment,1,1,1,8000-11000,12000
April Cochran,F,454051106,2000-09-16,Junior,School of Engineering,0,0,['WS' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Joshua Mcguire,M,337101046,2000-11-09,Freshman,School of Arts and Sciences,0,0,['BS' 'MZH' 'MS'],Suite,1,1,1,6000-8000,9000
Anthony Tapia,M,791635032,2005-03-28,Freshman,School of Engineering,0,1,['NCA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,7000
Cameron Williams,M,111463921,2001-07-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Suite,1,1,1,6000-8000,9000
James Owens,M,854496345,1999-11-30,Freshman,School of Communication and Information,0,1,['NCA' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000
Jordan Brown,M,958862401,2000-09-08,Freshman,School of Communication and Information,0,1,['RA' 'AH' 'WS'],Suite,1,1,1,8000-11000,12000
Justin Bates,M,960424035,2000-08-16,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'MRS'],Suite,1,1,1,4000-6000,7000
Taylor Flores,F,672096716,2005-09-04,Junior,Mason Gross School of the Arts,1,0,['BS' 'RA' 'WS'],Suite,1,1,1,8000-11000,12000
Steven Anderson,M,644376126,2004-04-26,Freshman,School of Engineering,0,1,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Trevor Osborne,M,680652887,2001-03-26,Freshman,School of Engineering,0,1,['BS' 'SA' 'AH'],Apartment,1,1,0,4000-6000,7000
Daniel Yang,M,790981270,2003-06-26,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'JS'],Apartment,1,1,1,8000-11000,12000
Jacob Ramirez,M,689110835,2005-08-10,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Pamela Barrett,F,101340917,2004-12-11,Senior,School of Arts and Sciences,0,1,['BS' 'CS' 'RA'],Suite,1,1,1,6000-8000,9000
Ruth Allen,F,606557920,2002-10-09,Senior,School of Management and Labor Relations,0,1,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Tina Gallagher,F,834573295,2004-08-27,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
William Hanson,M,421432388,2003-02-09,Junior,School of Arts and Sciences,0,0,['NCA' 'MZH' 'JS'],Apartment,1,1,1,4000-6000,7000
Michael Garcia,M,346790833,2000-11-27,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MZH'],Suite,1,0,1,6000-8000,9000
Mark Brock,M,545434533,2002-02-22,Junior,School of Management and Labor Relations,0,1,['BH' 'MH' 'BS'],Suite,1,1,1,6000-8000,9000
Jacqueline Williams,F,854923439,2001-04-15,Junior,School of Communication and Information,0,0,['BH' 'TS' 'JS'],Apartment,1,1,1,4000-6000,7000
Michael Howard,M,449841303,1999-12-01,Senior,School of Engineering,0,0,['RA' 'SA' 'MZH'],Traditional Residence Hall,1,0,1,8000-11000,12000
Matthew Miller,M,158920609,2003-08-15,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Kimberly Patel,F,134917145,2001-11-27,Freshman,School of Arts and Sciences,1,0,['BS' 'NCA' 'JS'],Apartment,1,1,1,8000-11000,12000
Ross Robles,M,357628248,2001-06-06,Sophomore,School of Social Work,0,0,['MZH' 'MRS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Alexander Brock,M,937651701,2003-06-11,Freshman,School of Arts and Sciences,0,0,['BH' 'RA' 'AH'],Apartment,1,1,1,6000-8000,9000
Jamie Bryant,F,653427525,2001-12-28,Senior,School of Communication and Information,0,0,['MS' 'TS' 'BS'],Suite,1,0,1,8000-11000,12000
Patrick Carpenter,M,534580129,2000-09-03,Senior,School of Social Work,0,1,['SA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Linda Palmer,F,124111348,2000-08-19,Sophomore,School of Management and Labor Relations,0,1,['RA' 'SA' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Darlene Ortiz,F,197444887,2000-09-16,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
Joseph Rodriguez,M,815996784,2000-11-10,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Melissa Sanchez,F,842781593,2005-05-06,Senior,School of Engineering,1,0,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,7000
Joshua Baker,M,156017720,2002-12-12,Senior,School of Arts and Sciences,0,0,['MH' 'BS' 'JS'],Suite,1,1,1,8000-11000,12000
Noah Lopez,M,541755350,2003-08-31,Freshman,School of Engineering,0,0,['MZH' 'AH' 'RA'],Suite,1,1,1,6000-8000,9000
Matthew Moore,M,948228427,2004-12-04,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Erin Mcdaniel,F,215172872,2003-03-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Jennifer Riley,F,457657927,2000-02-18,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Paul Jenkins,M,864422747,2001-06-28,Senior,School of Engineering,0,0,['JS' 'MS' 'NCA'],Suite,1,1,1,8000-11000,12000
Jodi Warner,F,639289839,2003-07-07,Junior,School of Arts and Sciences,0,0,['SA' 'BH' 'WS'],Apartment,1,0,1,6000-8000,9000
Ariana Johnson,F,687052754,1999-12-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Rachel Lowe,F,497654522,2002-04-07,Freshman,School of Engineering,0,0,['BH' 'CS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Keith Hall,M,142392323,2004-05-11,Sophomore,School of Arts and Sciences,0,0,['JS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Jordan Ellis,M,745486610,2004-06-26,Junior,School of Social Work,0,0,['SA' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
Bruce Harris,M,388069209,2003-07-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MS' 'NCA'],Apartment,1,0,1,8000-11000,12000
Michael Roberts,M,541180937,2001-10-12,Junior,School of Arts and Sciences,0,0,['RA' 'MS' 'BS'],Apartment,1,1,0,4000-6000,7000
Tammy King,F,427548414,2000-09-13,Freshman,School of Engineering,0,0,['MRS' 'MH' 'MZH'],Suite,1,1,1,8000-11000,12000
Micheal Hall,M,436299874,2000-09-09,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'SA'],Suite,1,1,1,8000-11000,12000
Susan Mejia,F,314207676,2001-12-18,Freshman,School of Arts and Sciences,0,1,['MRS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
Nancy Nixon,F,844185233,2004-11-24,Junior,School of Arts and Sciences,0,0,['WS' 'TS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Scott Moss,M,497705028,2003-09-28,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MH'],Traditional Residence Hall,1,0,1,6000-8000,9000
Richard Obrien,M,656404479,2001-09-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
Mitchell Scott,M,810420196,2003-09-04,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'RA'],Suite,1,1,1,8000-11000,12000
Anthony Dunn,M,985858452,2002-08-28,Freshman,School of Communication and Information,0,0,['NCA' 'MS' 'MH'],Suite,1,1,1,8000-11000,12000
Amanda Hunter,F,950786528,2001-07-22,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,12000
Erica Ward,F,610977255,2001-08-07,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,9000
Susan Brewer,F,291900764,2001-09-07,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'BS'],Apartment,1,0,0,4000-6000,7000
Andrea Hernandez,F,423158205,2002-09-03,Freshman,School of Arts and Sciences,0,1,['WS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Patrick Mckay,M,371942781,2000-05-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'MS'],Apartment,1,1,0,4000-6000,7000
Jeanette Cannon,F,819319897,2002-07-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'MRS'],Traditional Residence Hall,1,0,1,6000-8000,9000
Gary Bryan,M,374780777,2004-01-03,Freshman,School of Communication and Information,0,0,['MH' 'MS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Joshua Jones,M,993772409,2001-11-22,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'CS'],Traditional Residence Hall,1,1,0,6000-8000,9000
Alicia Wright,F,119598205,2003-02-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Jennifer Jefferson,F,353672355,2001-11-08,Senior,Mason Gross School of the Arts,0,0,['MS' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
Daniel Ellis,M,982189957,2001-08-13,Freshman,School of Communication and Information,0,0,['SA' 'JS' 'MH'],Apartment,1,0,1,8000-11000,12000
James Floyd,M,757152611,2000-12-11,Freshman,School of Management and Labor Relations,0,1,['MRS' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,7000
Robert Williams,M,551877909,2002-06-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Suite,1,0,1,4000-6000,7000
Heather Kline,F,181900522,2005-05-08,Sophomore,School of Arts and Sciences,0,1,['RA' 'AH' 'WS'],Apartment,1,1,1,8000-11000,12000
Erica Vega,F,363328360,2003-02-08,Freshman,School of Engineering,0,1,['WS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,7000
Stephanie George,F,271233225,2003-10-30,Sophomore,School of Arts and Sciences,0,0,['RA' 'TS' 'NCA'],Apartment,1,0,1,8000-11000,12000
Crystal Fitzgerald,F,301367337,2002-08-07,Freshman,School of Engineering,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,0,1,8000-11000,12000
Gregory Lyons,M,678368975,2001-09-08,Senior,School of Arts and Sciences,0,1,['SA' 'BS' 'WS'],Apartment,1,1,1,4000-6000,7000
Emily Fowler,F,406130556,2005-01-29,Junior,School of Communication and Information,0,1,['BH' 'MH' 'MS'],Suite,1,1,1,8000-11000,12000
Madison Raymond,F,925776060,2000-06-11,Senior,School of Engineering,1,1,['MRS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jennifer Wagner,F,425827285,2003-07-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'MS' 'NCA'],Apartment,1,1,0,8000-11000,12000
Arthur Brooks,M,831927957,2005-09-05,Sophomore,School of Communication and Information,0,1,['MH' 'BS' 'BH'],Traditional Residence Hall,1,0,1,8000-11000,12000
Rachel Johnson,F,927809686,2003-06-15,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000
Jodi Luna,F,352679571,2000-07-10,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'WS'],Suite,1,0,1,6000-8000,9000
Mark Hayes,M,885049674,2004-02-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'BH'],Apartment,1,1,0,8000-11000,12000
Sherry Beasley,F,562056317,2002-06-19,Senior,School of Arts and Sciences,0,0,['WS' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000
Lauren Schmidt,F,977983046,2003-07-08,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000
Larry Rice,M,360401331,2000-05-03,Sophomore,School of Social Work,0,0,['BS' 'TS' 'RA'],Suite,1,1,1,4000-6000,7000
Mr. Brandon Baker,M,988136758,2003-08-20,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michael Coleman,M,931136885,2003-03-18,Senior,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Kathy Smith,F,780680510,2002-10-08,Senior,School of Arts and Sciences,0,0,['SA' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Erin Washington,F,814673942,2001-01-08,Sophomore,School of Arts and Sciences,1,1,['MRS' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Laura Salazar,F,184075362,2003-03-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'JS'],Apartment,1,1,1,4000-6000,7000
Chad Calderon DDS,M,355119431,2001-11-20,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,7000
Madeline Guerra,F,627832321,2002-10-19,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Suite,1,0,1,8000-11000,12000
Richard Owens,M,559004123,2003-08-21,Senior,School of Management and Labor Relations,0,0,['WS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
Shirley Gonzalez,F,584355278,2004-05-23,Freshman,School of Management and Labor Relations,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000
Ashley Mitchell,F,139637088,2001-07-14,Senior,School of Arts and Sciences,0,0,['BH' 'RA' 'NCA'],Suite,1,1,1,6000-8000,9000
Robert Munoz,M,927096772,2001-04-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'MS' 'BS'],Apartment,1,1,0,4000-6000,7000
Richard Huynh,M,576922113,2000-08-05,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'SA'],Apartment,1,1,1,6000-8000,9000
Joseph Torres,M,190764453,2005-08-08,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'CS'],Suite,1,1,1,8000-11000,12000
Robert Hodges,M,884833845,1999-11-16,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['RA' 'BS' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Danielle Griffin,F,152472996,2004-04-10,Sophomore,School of Arts and Sciences,0,1,['MS' 'RA' 'BS'],Apartment,1,0,1,8000-11000,12000
Jacqueline Thompson,F,838454896,2004-02-14,Sophomore,School of Communication and Information,0,1,['MZH' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000
Gina Myers,F,581701463,2001-07-22,Freshman,School of Arts and Sciences,0,1,['CS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
Johnathan Soto,M,251894217,2001-07-30,Junior,School of Arts and Sciences,0,0,['WS' 'AH' 'NCA'],Suite,1,1,1,8000-11000,12000
Michael Mccann,M,687611440,2004-04-23,Freshman,School of Management and Labor Relations,0,0,['NCA' 'SA' 'WS'],Apartment,1,1,1,8000-11000,12000
Julie Stevens,F,743287773,2003-06-18,Senior,School of Arts and Sciences,0,0,['SA' 'WS' 'MH'],Suite,1,1,1,8000-11000,12000
Andrew Johnson,M,639259779,2003-07-09,Sophomore,Mason Gross School of the Arts,0,0,['BH' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000
Emily Castro,F,490951063,2005-09-01,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Jessica Williams,F,699991493,2003-05-03,Freshman,School of Social Work,0,1,['TS' 'MH' 'BS'],Suite,1,0,1,8000-11000,12000
Mary Greene,F,127752186,2000-09-02,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
Jody Beltran,F,267991509,2005-08-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Richard Payne,M,887706538,2005-01-26,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'MRS'],Suite,1,1,1,8000-11000,12000
Debbie Gardner,F,578125940,2000-08-30,Freshman,School of Communication and Information,0,1,['NCA' 'BS' 'BH'],Suite,1,1,1,6000-8000,9000
Julie Garrett,F,706651954,2004-09-27,Freshman,School of Management and Labor Relations,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,4000-6000,7000
Katherine Sullivan,F,492530871,2000-05-23,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000
Mark Sutton,M,831776779,2003-09-23,Sophomore,School of Management and Labor Relations,1,0,['CS' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000
Rebecca Bush,F,195136134,2005-07-02,Sophomore,School of Engineering,1,1,['BH' 'MZH' 'RA'],Suite,1,1,1,8000-11000,12000
Marcus Thompson,M,135798636,1999-12-04,Sophomore,School of Communication and Information,0,1,['SA' 'NCA' 'RA'],Suite,1,1,1,4000-6000,7000
Tanya James,F,339364869,2004-12-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'BS'],Apartment,1,1,0,6000-8000,9000
Ashley Powers,F,945944836,2002-07-19,Senior,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000
Tonya Terry,F,764690622,2004-05-05,Freshman,School of Engineering,0,1,['MZH' 'TS' 'BS'],Apartment,1,0,1,6000-8000,9000
Robert Wallace,M,703563403,2005-04-01,Junior,School of Communication and Information,0,0,['MRS' 'MH' 'JS'],Apartment,1,1,1,6000-8000,9000
Debra Payne,F,818836302,2005-03-08,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Apartment,1,1,1,6000-8000,9000
Amber Farrell,F,440191918,2005-09-04,Senior,School of Social Work,0,0,['WS' 'MZH' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Mary Cook,F,499461122,2000-09-17,Sophomore,School of Engineering,0,1,['MS' 'JS' 'BS'],Suite,1,1,1,8000-11000,12000
Timothy Sanchez,M,870164726,2000-01-21,Sophomore,School of Management and Labor Relations,0,0,['MZH' 'MRS' 'BS'],Suite,1,1,1,8000-11000,12000
James Whitney,M,741979671,2003-01-20,Senior,Rutgers Business School–Newark and New Brunswick,1,1,['SA' 'RA' 'WS'],Apartment,1,0,1,8000-11000,12000
Lisa Moore,F,615182601,1999-10-28,Junior,School of Arts and Sciences,0,1,['BS' 'WS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jesus Foster,M,150125808,2005-03-26,Freshman,School of Environmental and Biological Sciences,0,1,['CS' 'WS' 'RA'],Apartment,1,1,1,4000-6000,7000
Richard Nielsen,M,872633806,2002-08-12,Freshman,School of Arts and Sciences,0,0,['BS' 'AH' 'JS'],Suite,1,1,1,6000-8000,9000
David Abbott,M,774412331,2002-09-29,Sophomore,School of Arts and Sciences,0,1,['JS' 'RA' 'WS'],Suite,1,1,1,4000-6000,7000
Scott Johnson,M,562006947,2001-01-21,Sophomore,Mason Gross School of the Arts,0,0,['WS' 'SA' 'BS'],Traditional Residence Hall,1,0,1,6000-8000,9000
Richard Pollard,M,557667970,2004-08-04,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000
Steven Shaw,M,533010938,2001-03-09,Junior,School of Engineering,0,0,['RA' 'BS' 'JS'],Suite,1,1,1,4000-6000,7000
Ashley Butler,F,199372030,1999-12-09,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,7000
