name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Kevin Moore,M,361043405,2004-06-13,Junior,Mason Gross School of the Arts,0,0,['MS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000,[]
Lance Greene,M,564500639,2000-01-26,Sophomore,School of Communication and Information,0,0,['RA' 'BS' 'TS'],Suite,1,1,1,6000-8000,9000,[]
Kelli Jackson,F,809796826,2001-02-26,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'CS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[]
Sara Munoz,F,113021296,2001-06-09,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[]
Rebecca Garcia,F,707999998,2004-07-01,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'SA'],Suite,1,1,1,8000-11000,12000,[]
Brian Anderson,M,117470178,2004-06-26,Senior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,[]
Emily Jacobs,F,814055772,2000-10-07,Freshman,School of Arts and Sciences,0,1,['TS' 'WS' 'MZH'],Apartment,1,1,1,4000-6000,7000,[]
Autumn Nguyen,F,283499221,2004-08-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,[]
Tyler Daniel,M,520093886,2005-04-23,Freshman,School of Arts and Sciences,0,1,['SA' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000,[]
Michelle Ross,F,642038212,2003-02-04,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[]
Scott Morales,M,717620713,1999-09-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,[]
Jason Lewis,M,272304737,2003-01-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000,[]
Daniel Harvey,M,453470826,2004-07-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000,[]
Alexandria Garcia,F,882255766,2004-07-22,Junior,Mason Gross School of the Arts,0,0,['MH' 'BS' 'JS'],Apartment,1,0,1,8000-11000,12000,[]
Christine Arroyo,F,779644485,1999-10-29,Sophomore,Mason Gross School of the Arts,0,0,['WS' 'AH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[]
Timothy Combs,M,949402228,2005-06-08,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'SA'],Traditional Residence Hall,1,0,1,8000-11000,12000,[]
Larry Summers,M,357867935,2000-04-14,Freshman,School of Engineering,0,0,['SA' 'MZH' 'JS'],Apartment,1,1,1,6000-8000,9000,[]
Anthony Clark,M,353583793,2004-09-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'CS'],Suite,1,1,1,6000-8000,9000,[]
Sarah Walker,F,748818775,2000-01-13,Sophomore,School of Engineering,0,0,['MZH' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,[]
Angela Deleon,F,177160827,2004-06-11,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,[]
Sean Brown,M,303900033,2000-12-03,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'MRS'],Apartment,1,0,1,4000-6000,7000,[]
Tammy Rodriguez,F,955930580,2000-12-04,Senior,Mason Gross School of the Arts,0,1,['MS' 'SA' 'MH'],Suite,1,1,1,6000-8000,9000,[]
Kara Morales,F,431738462,2000-05-27,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000,[]
Trevor Rivera II,M,961997989,2005-08-18,Junior,School of Communication and Information,0,0,['BS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,12000,[]
Spencer Mahoney,M,723983807,2000-01-08,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'JS' 'TS'],Suite,1,1,1,8000-11000,12000,[]
George Williams,M,407909946,2004-04-16,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[]
Matthew Wilson,M,741756646,2001-03-02,Junior,School of Communication and Information,0,0,['MS' 'SA' 'MH'],Apartment,1,1,1,8000-11000,12000,[]
Mark Smith,M,398604791,2003-12-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'MS' 'CS'],Suite,1,0,1,8000-11000,12000,[]
Holly Carter,F,942022754,2005-05-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'NCA'],Suite,1,1,1,8000-11000,12000,[]
Dr. Cynthia Robinson,F,784668653,2005-02-25,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'RA'],Apartment,1,1,1,8000-11000,12000,[]
Ryan Hodge,M,140367815,2001-08-14,Freshman,Mason Gross School of the Arts,0,0,['SA' 'TS' 'NCA'],Apartment,1,1,1,4000-6000,7000,[]
Micheal Wilson,M,665367342,2003-06-20,Junior,School of Arts and Sciences,0,0,['TS' 'RA' 'BS'],Suite,1,1,1,4000-6000,7000,[]
Sean Bowman,M,345101612,2000-07-07,Junior,School of Engineering,0,0,['BH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,7000,[]
Jon Williams,M,233313715,2001-12-04,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,12000,[]
Nicholas Scott,M,117743376,2000-08-13,Junior,School of Engineering,0,0,['AH' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000,[]
Kimberly Valenzuela,F,648287306,2003-07-15,Sophomore,School of Engineering,0,0,['NCA' 'CS' 'SA'],Suite,1,1,0,6000-8000,9000,[]
Brittany Miller,F,892720644,2004-04-17,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'JS'],Apartment,1,1,1,6000-8000,9000,[]
Randy Allen,M,564153850,2000-01-26,Senior,Mason Gross School of the Arts,0,0,['TS' 'BS' 'MS'],Apartment,1,1,1,4000-6000,7000,[]
Harold Miller,M,902687429,2004-01-04,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'BS'],Suite,1,1,1,6000-8000,9000,[]
Eric King,M,173766193,2004-02-27,Senior,School of Communication and Information,0,1,['RA' 'SA' 'BS'],Apartment,1,0,1,4000-6000,7000,[]
Kimberly Jacobson,F,338709977,2000-09-12,Sophomore,School of Social Work,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,7000,[]
Michele Mills,F,612304141,2003-11-16,Sophomore,School of Social Work,0,0,['SA' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000,[]
Dana Smith,F,684184875,2002-10-23,Freshman,School of Social Work,0,0,['BS' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[]
Aaron Torres,M,944277671,2002-08-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000,[]
Jessica Carter,F,836243423,1996-04-17,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[]
Michelle Hernandez,F,579676658,1998-02-05,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,0,9000-10500,11500,"[759615427, 846583876]"
Nicholas Larson,M,226137110,1998-10-13,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[378384862]
Jessica Harper,F,722000808,1996-06-12,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[192010720, 107939015]"
Jessica Williams,F,751713813,1994-07-15,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[234982394, 334900492]"
Vincent Carroll,M,646935970,2000-08-27,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[796224963]
Terrence Ross,M,908561697,1995-06-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[826943879, 310857175]"
Michelle Brown,F,421977562,1997-11-01,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[826357751, 825087571]"
Linda Porter,F,309451139,1996-06-27,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[436124193, 484716546]"
Joshua Guerra,M,724677776,1995-10-05,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,0,9000-10500,11500,[735223808]
Samuel Martin,M,216477346,1998-12-19,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[124253840]
Brittany Nguyen,F,435584870,1995-10-25,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[784043511, 911830027]"
Jeffrey Martinez,M,756889279,1995-05-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[795482596]
Robyn Barker,F,533746763,1995-10-02,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[353862666]
Jonathan Mclaughlin,M,387294714,1995-12-08,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[148367674, 133306899]"
Austin Petty,M,206085693,1997-12-18,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[490494202, 787084934]"
Patrick Miles,M,778271980,1999-01-26,Masters,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[583890929, 839472189]"
Cindy Smith,F,471616755,1997-07-07,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[918415969, 240503018]"
Jasmine Crawford,F,883053469,1997-07-13,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[175748512, 937541281]"
Teresa Harris,F,160758333,1994-02-08,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[943132662, 874730559]"
Sherry Montgomery,F,234982394,1996-07-30,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[751713813, 334900492]"
Lindsey Williams,F,736260713,1998-07-09,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[127127166]
Matthew Thompson,M,873048542,1995-11-19,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[736365825]
Daniel Ellis,M,650188802,2000-07-11,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[654497243]
Tiffany Cooper,F,785475907,1998-07-01,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,[875842074]
Jeffrey Peck,M,304859572,1997-05-29,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[654838787, 517774762]"
Shannon Hansen,F,227920661,1996-02-07,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[938619390, 389571050]"
Suzanne Smith,F,444622806,1997-03-23,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[876152294, 176835594]"
Jessica Davis,F,530272104,1996-07-18,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[887857709, 493105491]"
Terry Mcconnell,M,492767682,1995-09-12,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[621416151, 664957397]"
Nicole Rodriguez,F,654497243,1999-12-14,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[155711553, 650188802]"
Tammy Decker,F,254304570,1994-01-30,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,0,9000-10500,11500,"[236509084, 845821858]"
Cheryl Perkins,F,493105491,1995-11-01,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[887857709]
Bethany Davis,F,715064475,1998-06-20,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[786226595]
Jill Lambert,F,954573565,2000-02-08,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[729546076, 533628340]"
Joshua Morrison,M,144806594,1996-11-08,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[779758440, 282826823]"
Jacqueline Anderson,F,668531791,1997-11-13,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[922358329, 662043599]"
Priscilla Murphy,F,900932332,1996-01-05,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[280908893, 966171711]"
Kyle Alvarado,M,148367674,1999-12-14,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[387294714, 133306899]"
Robert Smith,M,906376606,1994-07-20,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[668305035, 787696128]"
Richard Martinez,M,652502586,1994-08-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[662000911]
Jared Blair,M,540436017,2000-06-12,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,0,9000-10500,11500,"[731004257, 564738559]"
Jasmine Haas,F,265647131,1998-05-13,Doctorate,Graduate School of Education,1,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[240825560, 471917519]"
Philip Walker,M,846985527,1999-08-29,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[248767888, 323669162]"
Jay Pham DDS,M,116973214,1999-06-16,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[417109066, 268079956]"
Elizabeth Morris,F,897516121,1994-04-10,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[587832424, 580814321]"
Justin Brown,M,918415969,1998-11-16,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[471616755, 240503018]"
Vicki Clark,F,133306899,2000-08-02,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[148367674]
Justin Lam,M,796568038,1994-09-18,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[500717437, 515553047]"
Michael Nguyen,M,870910812,1993-11-28,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[353862666, 533746763]"
Charles Wilson,M,480565354,1996-08-31,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[952021728, 935263359]"
Jason Rivera,M,445979501,1994-11-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[584783331, 866293732]"
Jennifer Boyer,F,240503018,1994-10-21,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[918415969]
Cindy Pham,F,284914439,1999-11-17,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[127127166, 736260713]"
Bradley Jones,M,735223808,1995-11-14,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[698782528, 724677776]"
Kristina Ramirez,F,756012527,1993-10-05,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[727520945]
Luis Randall,M,939087583,1994-06-10,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[395225718, 550241506]"
Laura Campbell,F,664957397,1995-12-06,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[492767682]
Michael Watts,M,947135310,1999-09-16,Masters,Graduate School of Applied and Professional Psychology,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[876507234]
Jesse Nichols,M,236509084,1999-10-22,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[254304570, 845821858]"
Nicholas Lee,M,106601952,1995-06-05,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[866417833, 989571253]"
Paula Powers,F,974755214,1995-12-27,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[359017783, 553836494]"
Shelley Mcbride,F,876507234,1997-03-17,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[533872367, 947135310]"
Jason Bullock,M,707617707,1994-08-12,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[760033698, 735676559]"
Andrew Wong,M,564738559,1997-01-20,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,9000-10500,11500,[731004257]
Patrick Esparza,M,103218143,1996-02-09,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[991888851]
Crystal Lawrence,F,673697701,2000-05-29,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[980186188]
David Gray,M,285862084,1995-03-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[120258667, 834427692]"
Ashley Martin,F,922358329,1996-05-09,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[668531791, 662043599]"
Maria Orozco,F,474352959,2000-01-12,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[736365825, 873048542]"
Kyle Graves,M,869836875,1999-04-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[565692718, 604091963]"
Patrick Jennings,M,920528378,1995-12-02,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[124253840, 216477346]"
Wayne Ramsey,M,938619390,1998-09-05,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[227920661, 389571050]"
Dr. Ronald Morrison,M,631904835,2000-08-20,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[719296543, 497803669]"
Jeffrey Morris,M,970115449,1994-07-02,Masters,Graduate School of Education,1,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[559400672, 874622707]"
Daniel Kirk,M,839472189,2000-01-07,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[583890929]
Patricia Ortega,F,631971381,1999-12-11,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[321450520, 333770075]"
Tyrone Williams,M,120258667,1996-08-13,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[285862084, 834427692]"
Larry Crawford,M,732750157,1999-12-09,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[356942659]
Mr. Taylor Burton PhD,M,890521559,1996-04-12,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[378384862, 226137110]"
Sarah Reyes,F,187579928,1993-11-17,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[832988181, 913999827]"
Alyssa Park,F,466828401,1995-10-07,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[546838308, 885248232]"
Danielle Reeves,F,517247041,1997-01-05,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[425475376]
Dalton Barrett,M,259710294,1997-05-18,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[869374457, 751596246]"
Daniel Armstrong,M,228838422,1998-12-27,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,0,1,9000-10500,11500,"[774841141, 276441353]"
Leslie Harvey,F,607747505,1999-04-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[462141937, 770349011]"
Anna Reed,F,795482596,1995-10-25,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[624454247, 756889279]"
Jonathan Miranda,M,719296543,1998-12-26,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[631904835, 497803669]"
Joseph Perez,M,566498807,1994-04-18,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[407138490]
Kristen Hayes,F,957885663,1997-03-05,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[600360501]
Gregory Ray,M,846583876,1995-08-26,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[579676658]
Rachel Welch,F,738133678,1995-09-04,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[681847327]
Jacob Lewis,M,852359663,1999-01-06,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[181972145, 758792885]"
Kelsey Hart,F,876054341,1994-02-19,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[150693627, 307895159]"
David Garcia,M,873492183,1996-02-08,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[962331946, 748784456]"
Adam Taylor,M,698782528,1995-01-06,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[735223808, 724677776]"
Jasmine Walker,F,842067997,1997-11-14,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[787455482]
Elizabeth Hall,F,985459370,1999-02-19,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[209066990]
Jennifer Shannon,F,497803669,1993-10-21,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[719296543]
Steven Smith,M,979254121,1997-11-03,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[830493275, 244532589]"
John Brown,M,206428496,1999-05-30,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[422385882, 808127824]"
Nicole Hammond,F,786436991,1995-03-20,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[497954559]
Courtney Simmons,F,122410755,1994-04-08,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[387730748, 217693669]"
Michael Kelly,M,774869347,1993-11-24,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[294977567]
John Bryant,M,824202999,1995-11-18,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[106103230]
John Stephens,M,342572521,1996-07-28,Doctorate,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[508433353, 144380398]"
Nicole Johnson,F,543521474,1998-09-14,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[108847488]
Anna Smith MD,F,196333549,2000-09-23,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[412762626, 223402874]"
Elizabeth Carter,F,668817682,1998-03-31,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[675566947, 168351822]"
Amy Banks,F,424814190,1995-07-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[332034757, 777013717]"
Melanie Garcia,F,526322143,1997-06-03,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[826945742, 946483524]"
Phillip Krueger,M,533542033,2000-08-05,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[647416465, 832687168]"
Tiffany Myers,F,181972145,1998-10-01,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[852359663, 758792885]"
Andrew Campbell,M,106103230,1995-10-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[259503133, 824202999]"
Matthew Schaefer,M,712701549,2000-04-24,Doctorate,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[453585903]
Morgan Wang,F,832687168,1999-01-14,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[533542033]
David Jones,M,729546076,1998-06-11,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,0,10500-12000,13000,"[954573565, 533628340]"
Amanda Williams,F,268079956,1997-05-24,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,9000-10500,11500,[417109066]
Anthony Cruz,M,796933005,1996-01-07,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[697644784, 545634234]"
Robert Johnson,M,294977567,1996-10-09,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[773326638, 774869347]"
Jean Kennedy,F,161272609,2000-02-07,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[935327245, 769112205]"
Joseph Lee,M,885248232,1998-11-10,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[546838308]
Krystal White,F,734321237,1998-02-15,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[373849181, 903239111]"
Gloria Sullivan,F,617451505,1999-11-11,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[950474744, 917915418]"
