name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
James Bryant,M,848785731,2001-01-09,Senior,School of Engineering,0,1
Sherry White,F,810285536,2003-06-09,Freshman,School of Arts and Sciences,0,1
Susan Hunter,F,732388322,2004-07-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Daniel Walton,M,903564316,2001-12-16,Senior,Edward J. Bloustein School of Planning and Public Policy,1,1
Justin Costa,M,578767879,2001-12-01,Senior,School of Arts and Sciences,0,0
April Johnson,F,650092611,2004-08-28,Junior,School of Arts and Sciences,0,0
Victoria Torres,F,433084684,2001-08-03,Freshman,School of Communication and Information,0,0
David Ponce,M,318364054,2002-08-01,Junior,School of Communication and Information,0,0
Dawn Powell,F,656597688,2001-07-05,Sophomore,School of Arts and Sciences,0,0
Justin Salazar,M,538239695,2001-12-12,Freshman,School of Engineering,0,0
Heather Beasley,F,352369881,2001-06-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Stephanie Wolfe,F,387859672,2004-04-05,Freshman,School of Arts and Sciences,0,0
Tony Galvan,M,298698138,2004-12-22,Freshman,School of Social Work,0,0
Richard Jones,M,285586723,2005-07-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Jennifer Lopez,F,502470744,2001-12-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Lauren Hernandez,F,737088604,2002-04-25,Sophomore,School of Management and Labor Relations,0,0
William Howard,M,169679948,2000-01-25,Freshman,School of Management and Labor Relations,0,0
Bradley Kim,M,469984435,2001-09-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Patrick Garcia,M,151165615,2003-03-11,Junior,School of Environmental and Biological Sciences,0,1
Ronald Taylor,M,425769350,2003-10-22,Freshman,School of Management and Labor Relations,0,0
Don Lewis,M,788364758,2004-01-07,Freshman,School of Social Work,0,1
Lori Hutchinson,F,897223020,2003-06-09,Junior,School of Communication and Information,0,0
Emily Martinez,F,666776605,2002-06-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Erika Patterson,F,346466658,2000-11-26,Senior,School of Communication and Information,0,0
Joshua Cardenas,M,701912198,2005-09-03,Sophomore,School of Engineering,0,1
Gary Mosley,M,970982340,2001-02-09,Sophomore,Mason Gross School of the Arts,0,0
Brian Conley,M,854923447,2005-07-17,Sophomore,School of Communication and Information,0,0
Kristi Griffith,F,253141259,1999-12-08,Senior,School of Management and Labor Relations,0,0
Jaime Hall,F,963957488,2003-07-13,Sophomore,School of Engineering,0,0
Andrea Johnson,F,632249229,2003-07-02,Sophomore,School of Arts and Sciences,0,1
Karen Douglas,F,817144361,2002-10-30,Sophomore,School of Arts and Sciences,0,0
Gregory Cruz,M,161362965,2005-02-09,Junior,School of Environmental and Biological Sciences,0,0
Yvette Smith,F,351950064,2000-04-04,Freshman,School of Communication and Information,0,0
Audrey Browning,F,171724090,2003-10-03,Freshman,Mason Gross School of the Arts,0,0
Jack Chase,M,887198132,2005-03-21,Freshman,School of Social Work,0,0
Chris Nelson,M,200130464,2002-12-03,Senior,Mason Gross School of the Arts,0,0
Dale Marshall,M,424417313,2000-03-23,Sophomore,School of Social Work,0,1
Matthew Barnett,M,929472444,2005-05-04,Junior,School of Social Work,0,0
Jonathan Williams,M,287494939,1999-11-11,Freshman,School of Communication and Information,0,1
Kevin Frey,M,747225375,2004-01-02,Freshman,School of Arts and Sciences,0,0
Jeremy Escobar,M,764216067,2000-10-13,Sophomore,School of Arts and Sciences,1,1
Denise Payne,F,330056198,2003-08-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
John Oliver,M,344549374,2002-05-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Mary Wood,F,375774503,2001-08-14,Freshman,School of Engineering,0,0
Tiffany Ward,F,252841923,2001-10-04,Freshman,School of Social Work,0,0
Michael Steele,M,227571899,2000-05-16,Sophomore,School of Environmental and Biological Sciences,0,1
Suzanne Alvarado,F,812655074,2000-01-26,Junior,School of Management and Labor Relations,0,0
Francisco Johnson,M,131554864,2003-04-16,Senior,School of Social Work,0,0
Matthew Williams,M,201377808,2004-02-14,Sophomore,School of Environmental and Biological Sciences,0,0
Matthew Moyer,M,929389572,2001-12-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,1,0
Michael Case,M,251649589,2003-03-27,Freshman,School of Management and Labor Relations,0,1
Charlene Wood,F,314326357,2000-06-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Albert Gaines,M,435524171,2000-12-06,Freshman,School of Arts and Sciences,0,0
Veronica Medina,F,802695072,2002-07-04,Freshman,School of Communication and Information,0,1
Brett Morgan,M,309764258,2000-07-27,Freshman,School of Arts and Sciences,0,1
Jessica Ball,F,853606599,2003-02-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Deborah Brennan,F,157805332,2001-05-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Samantha Maxwell,F,641982526,2000-08-24,Freshman,School of Engineering,0,0
Karla Hansen,F,719834854,2002-07-02,Junior,School of Environmental and Biological Sciences,0,0
Christina Mcdowell,F,885092581,2005-04-09,Junior,School of Arts and Sciences,1,0
Margaret Lamb,F,617020353,2001-12-25,Junior,School of Communication and Information,0,0
Jessica Sanchez,F,766375489,2003-12-02,Freshman,School of Communication and Information,0,1
Edward Carter,M,718465381,2002-01-25,Freshman,School of Environmental and Biological Sciences,0,1
Keith Mejia,M,109493038,2002-10-23,Sophomore,School of Engineering,0,1
Christina Jackson,F,403107931,2005-08-01,Sophomore,School of Management and Labor Relations,0,1
Brittany Lee,F,608129668,2005-09-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jose Shepherd,M,111059625,2002-04-05,Freshman,Mason Gross School of the Arts,0,1
Tanner Lopez,M,413154202,2001-07-06,Junior,School of Communication and Information,0,0
Christie Walker,F,802978292,2001-09-04,Freshman,School of Arts and Sciences,0,0
Stephanie Foster,F,645139364,2003-07-07,Freshman,School of Environmental and Biological Sciences,0,0
Kim Green,F,647115537,2001-06-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Ryan Harris,M,196332394,2005-08-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Christine Jennings,F,268322373,2004-02-02,Senior,School of Management and Labor Relations,0,1
James Clark,M,593267895,2001-12-18,Junior,School of Engineering,0,0
Brenda Baldwin,F,959061561,2001-01-27,Sophomore,Mason Gross School of the Arts,0,0
Katherine Coleman MD,F,663943258,2005-06-30,Senior,School of Arts and Sciences,0,0
Steven West,M,399917362,2002-11-18,Freshman,School of Social Work,0,1
Amber Chang,F,185936691,2000-12-24,Sophomore,Mason Gross School of the Arts,0,0
James Castro,M,549904479,2004-04-30,Freshman,School of Environmental and Biological Sciences,0,1
Michael Ruiz,M,114016582,2004-03-29,Senior,School of Arts and Sciences,0,1
Lisa Lawson,F,883829242,2000-07-21,Sophomore,School of Communication and Information,0,0
Carol Mercado,F,957403292,2000-08-20,Sophomore,School of Arts and Sciences,0,0
Debbie Adams,F,583576498,2000-04-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Crystal Patel,F,630516459,2005-08-23,Freshman,School of Management and Labor Relations,0,0
Natalie Henry,F,160182495,2000-02-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Nathaniel Le,M,429125491,2002-06-09,Sophomore,Rutgers Business School–Newark and New Brunswick,1,1
Erika Hughes,F,634846985,2003-10-14,Sophomore,Mason Gross School of the Arts,0,0
Tonya Stewart,F,967878151,2002-05-30,Senior,School of Engineering,0,0
Michael Maldonado,M,485147319,2002-12-11,Senior,School of Communication and Information,0,1
Heather Henderson,F,993944601,2004-03-23,Freshman,School of Arts and Sciences,0,1
Kenneth Smith,M,603429084,2000-10-27,Freshman,School of Engineering,0,0
Jeremy Mccoy,M,794248856,2005-04-10,Freshman,School of Environmental and Biological Sciences,0,1
Richard Mccullough,M,443978370,2000-03-26,Freshman,School of Environmental and Biological Sciences,0,0
Kimberly Lopez,F,611410213,2001-10-13,Junior,School of Arts and Sciences,0,0
Stephanie Sanders,F,692922104,2002-11-12,Senior,School of Arts and Sciences,0,1
Danielle Black,F,960635183,2000-11-07,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Nicholas Grant,M,694190662,2004-09-16,Freshman,Mason Gross School of the Arts,0,0
Peter Jenkins,M,800127402,2000-12-13,Freshman,Mason Gross School of the Arts,0,1
Lauren Frey,F,277622151,2004-04-27,Freshman,School of Arts and Sciences,0,1
Victor Andrews,M,797224991,2001-11-28,Freshman,School of Environmental and Biological Sciences,0,0
Amanda Torres,F,367272807,2004-07-17,Sophomore,School of Arts and Sciences,0,0
Miguel Evans,M,842479055,2002-02-06,Junior,School of Communication and Information,1,0
Madeline Martinez,F,597726254,2004-02-13,Sophomore,School of Arts and Sciences,0,1
Terry Hutchinson,F,791762591,2004-09-18,Sophomore,Mason Gross School of the Arts,0,0
Brandon Sherman,M,940767456,2000-08-13,Senior,School of Social Work,0,0
Dana Turner,F,440583912,2002-10-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
James Smith,M,558104140,2004-10-26,Freshman,School of Arts and Sciences,0,0
Wendy Brown,F,871460784,2003-10-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Scott Pace,M,703436864,2003-04-16,Junior,School of Social Work,0,0
Marilyn Long,F,612930592,2005-06-08,Sophomore,School of Arts and Sciences,0,0
Latasha Ross,F,407311597,2003-03-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
James Phillips,M,113979386,2002-01-10,Junior,School of Engineering,0,1
Shelly Williams,F,814083806,2001-08-25,Junior,Rutgers Business School–Newark and New Brunswick,1,0
Nichole Fields,F,985669202,2004-10-19,Senior,Mason Gross School of the Arts,0,0
Matthew Velasquez,M,263305986,2004-12-01,Freshman,School of Communication and Information,0,1
Vanessa Brown,F,639230989,2000-07-25,Junior,School of Environmental and Biological Sciences,0,0
Karen Perez,F,668260719,2002-09-30,Sophomore,School of Environmental and Biological Sciences,0,1
Michael Stephens,M,588776425,2000-12-13,Freshman,School of Environmental and Biological Sciences,0,0
Mary Wallace,F,866772843,2004-06-25,Senior,School of Arts and Sciences,0,0
Danny Bailey,M,784602129,2005-05-25,Freshman,School of Arts and Sciences,0,0
Cheryl Mccullough,F,673257679,2005-08-10,Junior,School of Arts and Sciences,0,0
Eric Hart,M,345427363,2004-02-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Deborah Wright,F,435460272,2004-05-19,Freshman,School of Environmental and Biological Sciences,0,0
Curtis Nixon,M,555999277,2000-02-10,Freshman,School of Environmental and Biological Sciences,0,0
Carolyn White,F,719313258,2002-04-16,Junior,School of Social Work,0,0
Lorraine Barry,F,300197035,2000-03-16,Freshman,School of Environmental and Biological Sciences,0,0
William Weaver,M,106749851,2001-12-14,Sophomore,School of Social Work,0,0
Angela Bowman,F,238595649,2005-05-14,Freshman,School of Environmental and Biological Sciences,0,0
Wendy Oneal,F,339883228,2002-10-03,Sophomore,School of Arts and Sciences,0,1
Caleb Sanchez,M,701458674,2003-01-10,Freshman,School of Engineering,0,0
John Tate,M,313597098,2004-08-23,Junior,School of Environmental and Biological Sciences,0,1
Dawn Warren,F,659249875,2002-03-15,Sophomore,School of Arts and Sciences,0,0
Amanda Clark,F,515139609,2003-09-13,Freshman,Mason Gross School of the Arts,0,0
Patricia Holland,F,330761503,2004-12-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kristin King,F,173963037,2005-06-01,Junior,School of Arts and Sciences,0,0
Kristin Hays,F,480720831,2005-03-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jessica Price,F,604466194,2003-09-16,Junior,School of Social Work,0,1
Nicholas Clark,M,301950689,2001-06-19,Freshman,School of Environmental and Biological Sciences,0,0
Eric Johnston,M,371673742,2004-02-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Brenda Herrera,F,935872285,2001-10-23,Junior,Mason Gross School of the Arts,0,1
Kaitlyn Good,F,148376963,2001-02-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Brianna Flynn,F,354246366,2005-04-25,Freshman,School of Social Work,0,1
Dominic Vega,M,304433579,2005-08-18,Freshman,School of Arts and Sciences,0,0
Kevin Thomas,M,968489561,2004-08-31,Junior,School of Social Work,0,0
Brittany Obrien,F,695547195,2002-03-26,Freshman,School of Arts and Sciences,0,1
Scott Weiss,M,911326564,2004-06-21,Sophomore,School of Management and Labor Relations,0,0
Krystal Mcdonald,F,796000574,2004-01-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Randall Yang,M,139048807,2003-02-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Joy Noble,F,921713890,2003-12-20,Freshman,School of Social Work,0,1
Michael Duncan,M,109060666,2004-04-07,Freshman,School of Arts and Sciences,0,1
Kenneth Davis,M,559325032,2001-06-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Annette Marquez,F,233139356,2002-02-01,Sophomore,School of Communication and Information,0,0
Robert Hawkins,M,889949665,2000-09-18,Sophomore,School of Communication and Information,0,1
Mark Romero,M,760535214,2001-12-09,Sophomore,Mason Gross School of the Arts,0,1
Rachel Harris,F,588620175,2003-12-01,Freshman,School of Communication and Information,0,0
Jennifer Harrell,F,201813737,2005-07-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Eric Rogers,M,623655494,2000-02-12,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
William Jones,M,445740674,2004-05-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,1,0
Daniel Ward,M,191802640,2003-05-09,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jennifer Garcia,F,455723423,2000-02-05,Senior,School of Engineering,0,1
Christy Braun,F,953010146,2004-04-08,Sophomore,School of Social Work,0,0
Christopher Hoover,M,210859386,2003-10-17,Junior,Mason Gross School of the Arts,0,1
Brandon Guerrero,M,427451566,2004-04-28,Senior,School of Communication and Information,0,0
Devin Lee,M,211971359,2000-04-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Matthew Ross,M,179109903,2000-03-27,Freshman,School of Arts and Sciences,0,0
Stephanie Jones,F,307114572,2002-02-16,Freshman,School of Arts and Sciences,0,1
Justin Key,M,403590571,2002-04-22,Freshman,School of Engineering,0,1
Rachel Goodman,F,454253204,2000-12-07,Sophomore,School of Management and Labor Relations,0,0
Christopher Anderson,M,561825233,2002-05-16,Freshman,Mason Gross School of the Arts,0,0
Jordan Snyder,M,937651828,2005-07-24,Senior,School of Social Work,0,0
Ana Jordan,F,845192639,2002-03-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Sharon Boyd,F,285533334,2000-07-01,Freshman,School of Environmental and Biological Sciences,0,0
Mike Sloan,M,908292439,2003-07-24,Freshman,School of Environmental and Biological Sciences,0,0
Anthony Atkinson,M,823724437,2003-11-09,Senior,Rutgers Business School–Newark and New Brunswick,1,1
Corey Collins,M,158520189,2000-11-08,Senior,School of Environmental and Biological Sciences,0,0
Teresa White,F,548873172,2001-10-22,Freshman,School of Management and Labor Relations,0,1
Matthew Maldonado,M,682300082,2001-11-13,Freshman,School of Engineering,0,0
Bailey Ayala,F,958686807,2004-02-20,Freshman,School of Communication and Information,0,1
Brittany May,F,959179837,2002-03-11,Sophomore,School of Arts and Sciences,0,0
Manuel Bowman,M,399873548,2004-10-24,Junior,Mason Gross School of the Arts,0,0
Justin Jackson,M,209165320,2003-05-08,Sophomore,School of Arts and Sciences,0,0
Jessica Arnold,F,675006354,2000-01-08,Freshman,School of Arts and Sciences,0,1
Mr. Thomas Warren,M,951372412,2002-11-28,Junior,School of Arts and Sciences,0,1
Stephanie Moore,F,530131979,2003-12-29,Freshman,School of Social Work,0,1
Linda Hansen,F,233225714,2000-01-10,Junior,School of Management and Labor Relations,0,0
Michael Ford,M,189863124,2004-02-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Steve Ramos,M,541339044,2001-07-04,Junior,School of Management and Labor Relations,0,0
Bryan Phelps,M,853181699,2000-05-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Andrew Taylor,M,761898929,2004-10-10,Sophomore,Mason Gross School of the Arts,0,0
Theresa Willis,F,116570752,2002-04-13,Freshman,School of Communication and Information,0,1
Tracy Gonzalez,F,178532538,2005-07-06,Freshman,School of Management and Labor Relations,0,0
Jacob Perkins,M,411759153,2004-12-26,Sophomore,School of Arts and Sciences,0,0
Mr. David Mullen,M,218012552,2001-09-03,Junior,Mason Gross School of the Arts,0,0
Nicole Singleton,F,343543498,2002-08-11,Senior,School of Engineering,0,1
Elizabeth Walker,F,224677376,2003-12-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Tyler Perkins,M,262140808,2002-04-17,Junior,School of Arts and Sciences,0,1
Lauren Gonzalez,F,898693321,2004-08-04,Senior,School of Engineering,0,0
Melissa Jenkins,F,950246714,2001-01-22,Sophomore,School of Social Work,1,0
Jacqueline Bauer,F,117291231,2002-06-20,Freshman,School of Communication and Information,0,0
Joseph Anderson,M,641422660,2001-10-24,Freshman,School of Arts and Sciences,0,1
Sarah Skinner,F,598250340,2001-09-13,Freshman,School of Arts and Sciences,0,0
Shawn Harris,M,155747920,1999-10-01,Freshman,School of Arts and Sciences,0,0
Richard Diaz,M,876618510,2004-09-07,Sophomore,School of Environmental and Biological Sciences,0,0
Tommy Anderson,M,804851848,2003-11-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Colleen Chapman,F,166190448,2003-12-07,Sophomore,School of Communication and Information,0,0
Mark White,M,416826796,2002-06-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Linda Grant,F,201070722,2002-06-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sherry Scott,F,712080317,2000-12-11,Freshman,School of Engineering,0,0
Sandra Murphy,F,232786205,2001-10-22,Sophomore,School of Environmental and Biological Sciences,0,1
James James,M,322365450,2001-01-30,Freshman,School of Arts and Sciences,0,1
Penny Davis PhD,F,771751525,1999-12-22,Freshman,School of Arts and Sciences,0,0
Heather Mcpherson,F,789364220,2001-12-25,Freshman,School of Arts and Sciences,0,1
Edward Moore,M,620420521,2000-02-06,Freshman,School of Communication and Information,0,0
Larry Price,M,546578494,2003-10-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Taylor Robbins,M,278132626,1999-12-16,Freshman,School of Environmental and Biological Sciences,0,0
Shane Greene,M,954955579,2000-05-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Paul Lowe,M,133502459,2003-10-20,Freshman,School of Arts and Sciences,0,0
Mario Gonzalez,M,448155951,2004-08-06,Freshman,School of Arts and Sciences,0,1
Thomas Singh,M,704987132,2004-05-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Misty Blair,F,503387399,2000-06-03,Junior,School of Management and Labor Relations,0,0
Bryce Alexander,M,101951017,2003-10-24,Sophomore,School of Communication and Information,0,0
Margaret Lambert,F,555218661,2005-03-14,Senior,School of Environmental and Biological Sciences,1,0
Michael Burnett,M,866822454,2002-06-20,Junior,School of Communication and Information,0,0
Charles Wright,M,366861732,2000-02-18,Freshman,School of Management and Labor Relations,0,0
Jessica Hull,F,711233205,2003-11-03,Freshman,School of Engineering,0,0
Christopher Martinez,M,583238899,2005-03-31,Sophomore,School of Communication and Information,0,0
Elizabeth Frey,F,839247642,2000-03-21,Sophomore,School of Arts and Sciences,0,1
Ernest Nguyen,M,749161205,2003-07-09,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0
Kayla Mccarthy,F,304970393,2003-12-02,Sophomore,School of Communication and Information,0,0
John Le,M,572379959,2003-09-13,Sophomore,School of Social Work,0,0
Kevin Williams,M,780766870,2001-10-14,Sophomore,School of Management and Labor Relations,0,0
Travis Reed,M,355840843,2005-01-09,Junior,School of Communication and Information,0,0
Daniel Yates,M,708104505,2000-08-25,Sophomore,School of Communication and Information,0,0
Adam Buchanan,M,494655867,2003-02-11,Freshman,School of Management and Labor Relations,0,0
Robert Griffin,M,552669600,2005-01-12,Sophomore,School of Communication and Information,0,1
Nichole Evans,F,894623927,2000-07-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Nicole Contreras,F,272929899,2000-05-29,Sophomore,School of Communication and Information,0,0
Tina Campbell,F,973134593,2000-12-31,Junior,School of Arts and Sciences,0,0
Mary Sheppard,F,664584724,2003-11-06,Junior,School of Engineering,0,1
Benjamin Burns,M,969994274,2000-07-02,Sophomore,School of Management and Labor Relations,0,1
Andre Noble,M,169296779,2001-05-09,Freshman,School of Social Work,0,1
David Shaw,M,725359671,2005-01-05,Freshman,School of Arts and Sciences,0,0
Aimee Chan,F,178711256,2004-12-29,Senior,School of Arts and Sciences,0,0
James Rowland,M,837873177,2002-06-07,Freshman,School of Arts and Sciences,0,0
Rachael Whitney,F,824549402,2005-04-15,Junior,School of Arts and Sciences,0,0
Malik Griffin,M,595203973,2002-11-11,Freshman,School of Environmental and Biological Sciences,1,1
Marcus Kramer,M,637162041,1999-10-09,Freshman,School of Environmental and Biological Sciences,0,0
Allison Peters,F,664921540,2002-06-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Patrick Todd,M,166824294,2001-05-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Denise Goodwin,F,796960768,1999-11-15,Senior,Mason Gross School of the Arts,0,0
David Marshall,M,412135607,2004-04-23,Freshman,School of Social Work,0,1
John Lucas,M,117900952,2001-03-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kelly Watkins,F,870296807,2004-03-04,Sophomore,School of Social Work,0,0
Christopher Evans,M,671083142,2005-03-01,Sophomore,School of Management and Labor Relations,0,1
Henry Smith,M,387727769,2002-04-11,Freshman,School of Social Work,0,0
Samuel Vega,M,261517562,2000-04-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Elizabeth Johns,F,693524765,2001-09-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Carl Richardson,M,897601209,2003-12-30,Junior,School of Management and Labor Relations,0,0
Jamie Turner,F,215834540,2000-03-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Todd Bryant,M,211943465,2000-12-08,Freshman,School of Arts and Sciences,0,0
Corey Hughes,M,723586882,2002-02-04,Freshman,School of Engineering,0,1
Sarah Hernandez,F,564315313,2000-04-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Angelica Nguyen,F,238813516,2004-08-23,Freshman,School of Communication and Information,0,0
Madison Pierce,F,739398844,2000-03-27,Freshman,School of Communication and Information,0,0
John Fields,M,450066484,2001-10-28,Freshman,School of Arts and Sciences,0,0
Katie Wood,F,728929408,2002-02-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Ashley Jones,F,984010343,2001-08-24,Sophomore,School of Social Work,0,0
Nicholas Garcia,M,493581755,1999-11-08,Sophomore,School of Arts and Sciences,0,1
Anna Fowler,F,428667669,1999-11-16,Sophomore,School of Management and Labor Relations,0,0
Julia Miller,F,687453487,2001-12-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Kathy Pena,F,138134050,2005-05-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Maureen Lee,F,662871381,2002-07-22,Freshman,School of Arts and Sciences,0,0
Adam Bond,M,540968850,2001-09-24,Freshman,School of Management and Labor Relations,0,0
Daniel George,M,710450998,2004-05-15,Sophomore,School of Management and Labor Relations,0,0
Mrs. Robin Woods,F,737025064,2001-04-06,Freshman,School of Communication and Information,0,0
Maurice Smith,M,185409198,2004-11-09,Sophomore,School of Arts and Sciences,0,1
Rebecca Brown,F,124864978,2004-05-05,Freshman,Mason Gross School of the Arts,0,0
Kenneth Mcgrath,M,179022490,2002-03-10,Freshman,School of Arts and Sciences,0,1
Ryan Wagner,M,797376978,2005-03-01,Junior,Mason Gross School of the Arts,0,0
Laura Lee,F,797432934,2002-09-25,Junior,School of Engineering,0,0
Jacqueline Silva,F,845363186,2000-05-20,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Damon Nguyen,M,736886113,2001-10-02,Junior,School of Arts and Sciences,0,0
Kyle White,M,918954014,2000-06-03,Sophomore,School of Environmental and Biological Sciences,0,0
Dale Patterson,M,545489082,2002-04-24,Sophomore,School of Engineering,0,0
Janice Gonzalez,F,771852012,2000-06-15,Freshman,Mason Gross School of the Arts,0,1
Jason Chase,M,685655480,2004-03-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Kenneth Hanson,M,704137848,2005-06-07,Senior,School of Arts and Sciences,0,1
John Horn,M,765775444,2001-07-15,Freshman,School of Engineering,0,0
Andrew Rodriguez PhD,M,711663307,2004-04-25,Sophomore,School of Management and Labor Relations,0,0
David Lang,M,951660064,2002-11-06,Freshman,School of Social Work,0,0
Terri Clark,F,857395651,2000-03-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Hannah Franklin,F,222748181,2003-02-12,Freshman,School of Social Work,0,0
Philip Sanchez,M,874026597,2000-08-20,Junior,School of Engineering,0,0
Briana Zamora,F,428213928,2003-03-24,Junior,School of Arts and Sciences,1,0
Steven Zuniga,M,382575158,2002-02-19,Sophomore,School of Communication and Information,0,0
Kevin Collins,M,106482041,2004-07-23,Freshman,School of Management and Labor Relations,0,1
Albert Bell,M,683039127,2001-03-22,Freshman,School of Communication and Information,0,1
Keith Flores,M,461773243,2002-06-08,Freshman,School of Arts and Sciences,0,1
Andrew Bowen,M,945760570,2003-10-16,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Joshua Gonzales,M,897466038,2000-06-28,Freshman,School of Environmental and Biological Sciences,0,0
Rick Young,M,769975596,2004-03-15,Freshman,School of Arts and Sciences,0,0
Lori Thompson,F,531230681,2002-05-12,Sophomore,School of Arts and Sciences,0,0
Lance Aguilar,M,956938187,1999-09-27,Freshman,School of Arts and Sciences,0,0
Margaret Smith,F,863135593,2000-03-22,Sophomore,School of Engineering,0,1
Noah Rodriguez,M,868860581,2002-05-05,Junior,School of Arts and Sciences,0,0
Rebecca Ross,F,607681394,2001-08-02,Junior,School of Engineering,0,0
Toni Oneal,F,141134315,1999-10-15,Sophomore,School of Arts and Sciences,0,0
Carlos Hurley,M,313176148,2003-01-11,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Mrs. Amanda Rogers MD,F,579760267,2001-08-30,Freshman,School of Environmental and Biological Sciences,0,0
Joshua Gutierrez,M,972105167,2004-01-16,Sophomore,School of Arts and Sciences,0,0
Krystal Bell,F,966665299,2000-01-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Lisa Wilson,F,177030568,2001-04-23,Junior,School of Management and Labor Relations,0,1
Heather Flores,F,341789821,2001-02-21,Sophomore,School of Arts and Sciences,0,0
Mark Smith,M,957773980,2002-03-12,Sophomore,School of Environmental and Biological Sciences,0,1
David Thomas,M,807471743,2001-04-09,Junior,School of Engineering,0,0
Cheryl Alvarado,F,333095214,2000-05-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Valerie Clarke,F,891313328,2002-02-03,Junior,Mason Gross School of the Arts,0,1
Jessica Owens,F,231577404,2001-02-14,Sophomore,School of Social Work,0,0
Corey Morris,M,549075949,2005-07-14,Freshman,School of Arts and Sciences,0,1
Lisa Woodard,F,177085992,2001-01-27,Sophomore,School of Environmental and Biological Sciences,0,0
Roberto Daniels,M,264124555,2002-04-26,Junior,School of Arts and Sciences,0,0
Stephen Ramos,M,580106694,2003-03-20,Freshman,Mason Gross School of the Arts,1,0
Amanda Martinez,F,173315004,2001-10-15,Freshman,Mason Gross School of the Arts,0,0
Chase Williams,M,266235287,2003-03-17,Freshman,School of Engineering,0,0
